Région,Département,Commune,Nom du festival,Début,Fin,Genre,Site web,Téléphone,,Texte,"Lon,Lat",Nom,Fonction,Citation
Bretagne,Finistère,Douarnenez,Festival de cinéma ,20/08/2022,27/08/2022,Cinéma,festival-douarnenez.com/fr/,02 98 92 09 21,"presse@festival-douarnenez.com

02 98 92 09 21
 Andréa Abbane","La programmation suit la question récurrente posée par le festival « comment habiter la terre » ? Cette année, la Suisse est à l'honneur à travers de multiples thématiques : anarchisme, luttes féministes et sociales, migrations, démocratie. En territoire helvète, on découvre un pays façonné par des minorités, multilingue, qui s'oppose au modèle français et interroge. Une grande diversité de films est à découvrir, parmi lesquels, Unrest de Cyril Schäublin, Claudette de Sylvie Cachin, Les conquérantes de Petra Volpe et La Forteresse de Fernand Melgar. A noter, la section ""Regards d'Ici"" qui met en lumière le cinéma de Bretagne.","-4.3790759,48.048221",,,
Bretagne,Morbihan,Ile de Groix,Festival international du film insulaire de Groix,18/08/2022,22/08/2022,Cinéma,filminsulaire.com,02 97 86 57 44,,"La compétition internationale de films documentaires est le coeur du festival qui accorde malgré tout une large place à la découverte d’une île invitée. Cette année, la programmation fait escale sur une île proche : La Corse. Le ciné-concert d'ouverture projette Romanetti ou Le Roi du Maquis de Gennaro Dini, film muet qui raconte l’histoire de Nonce Romanetti bandits « d’honneur » qui sévissaient en Corse au début du 20è siècle. L'accompagnement musical entre électro et acoustique est proposé par le duo ØrsØ composé de deux musiciens corses. Une chronique des mouvements indépendantistes est également prévue avec trois films dont Quastana : portrait de campagne de Julie Perreard.","-3.5150528,47.6169776",,,
Bretagne,Ile-et-Vilaine,Combourg,Extension Sauvage,23/06/2022,03/07/2022,Danse,extensionsauvage.com,02 99 54 38 33,,"Le festival de danse et paysage s'ancre à Combourg, puis à Bazouges-la-Pérouse. Les chorégraphes investissent la forêt, le château, les espaces verts et les abords du lac. Parmi les temps forts, la danseuse et chorégraphe Vania Vaneau donne vie à son solo Nebula. La pièce, créée en deux versions, une pour des espaces extérieurs naturels et une pour l'intérieur, questionne les débuts de notre univers en imaginant d'autres hypothèses. ","-1.806032,48.356547",,,
Bretagne,Ile-et-Vilaine,Rennes,Les Tombées de la Nuit,07/07/2022,10/07/2022,Théâtre / Arts de la rue / Cirque,lestombeesdelanuit.com,02 99 32 56 56,,"Du théâtre, du cirque, des performances, de la danse et de la musique sont au rendez-vous. L'esprit du festival est d'encourager le public à vivre la scène autrement et de l'imaginer se fondre avec l'espace public. Sur 31 projets proposés, 22 sont gratuits. La plasticienne Mata Gold et Agnès Dupoirier, maquilleuse et coiffeuse, présentent Au-delà de la peau, une métamorphose des visages grâce à leur travail, que Cyril Andres expose en portraits photographiques. Dans Jacques, le comédien Nicolas Buysse, le chanteur et trompettiste Greg Houben et le pianiste Matthieu Van revisitent l’œuvre de Jacques Prévert. A noter : des spectacles sont programmés en amont et en aval de l'événement, à partir du 24 juin.","-1.752542,48.076861",,,
Bretagne,Côtes-d'Armor,Bobital,L'armor à sons,01/07/2022,03/07/2022,Musique,bobital-festival.fr,,,"Trois jours de concerts aux sons des musiques actuelles sont proposés avec notamment Julien Doré, Bigflo et Oli, Emma Peters, Stéphane, La Poison, Fest Noise, Christophe Maé.  ","-2.1175061,48.399835",,,
Bretagne,Finistère,Fouesnant-les-Glénan,Festidreuz,07/07/2022,09/07/2022,Musique,festidreuz.fr,,,"Christophe Maé, Caballero et JeanJass, Typh Barrow, Céphaz, Tryo, Laura Cox, Sergent Garcia, Lilly Wood & the Prick, Gavin James,  Feder,  Petite Gueule, Kikesa et Lulu Van Trapp se retrouvent pour trois soirées de concerts en plein air.","-4.0026156,47.7078226",,,
Bretagne,Finistère,Carhaix,Les Vieilles Charrues,14/07/2022,17/07/2022,Musique,https://www.vieillescharrues.asso.fr/,02 98 15 10 60,,"Entre pop, hip-hop, électro, soul, chanson, rock, la programmation est éclectique et regroupe Juliette Armanet, Clara Luciani, Angèle, Fatoumata Diawara, Izïa, Aloïse Sauvage, Stromae, Dordogne, Dewaere, Dinos, Dj Snake, M, Feu! Chatterton.","-3.612673,48.2415808",,,
Bretagne,Morbihan,Vannes,Jazz en ville,27/07/2022,30/07/2022,Musique,festivaljazzenville.fr,02 97 01 62 30,,"Vannes se transforme en une immense scène de jazz. La programmation inclut Dominique Fils-aimé, notamment pour son dernier album Three Little Words, Melody Gardot, le pianiste Yaron Herman, Sélène Saint-Aimé, Bachar Mar-Khalifé, Meva Festa et KUTU. Un ciné-concert est prévu avec le film 16 levers de soleil du réalisateur Pierre-Emmanuel Le Goff qui retrace l'aventure de Thomas Pesquet dans l'espace. La bande-originale est composée par le saxophoniste Guillaume Perret. ","-2.815186,47.620816",,,
Bretagne,Finistère,Douarnenez,Fêtes maritimes ,14/07/2022,17/07/2022,Musique,tempsfete.com,02 98 92 29 29,,"Les concerts et le patrimoine maritime constituent le coeur de ce festival qui se décline en trois chapitres : en musique, sur les quais et sur l'eau. L'association Emglev Bro Douarnenez fait découvrir les chansons locales et, côté chants de marins, les 30 ans du groupe Mouez Port Rhu sont célébrés. Sur les quais, des conférences et des espaces consacrés à la culture maritime se déploient. Des centaines de bateaux traditionnels se retrouvent au port. Pendant la journée, des sorties en mer et des visites de voiliers sont proposées. ","-4.3790759,48.048221",,,
Bretagne,Côtes-d'Armor,Binic-Etables-sur-Mer,Super Cathédrale,21/07/2022,24/07/2022,Musique,binic-folks-blues-festival.com,,,"La pointe de la Rognouse accueille les festivités. Vue sur mer donc pour venir profiter des sons de rock indé pendant quatre jours. Au menu : le quartet LUMER, Joseba Irazoki, Kelley Stoltz, le groupe post-punk Warmduscher, The Bobby Lees, Astaffort Mods, Beige Banquet, Stiff Richards, Reptiles etc. 
","-2.8611891,48.5862849",,,
Bretagne,Côtes-d'Armor,Le Mené,Jazz in Langourla,05/08/2022,07/08/2022,Musique,jazzinlangourla.asso22.fr,,,"Le monde du jazz se retrouve au Théâtre de verdure, un espace situé en pleine campagne bretonne. On compte parmi les artistes invités, la musicienne Leïla Martial, le batteur Louis Moutin, le saxophoniste Jowee Omicil, le bassiste François Moutin, la trompettiste Airelle Besson et l'accordéoniste Lionel Suarez. Après les concerts, les musiciens amateurs et professionnels se rencontrent en fin de soirée pour des jam-sessions au pub Le Narguilé. ","-2.54117,48.294885",,,
Bretagne,Finistère,Crozon,Festival du Bout du Monde ,05/08/2022,07/08/2022,Musique,festivalduboutdumonde.com,02 98 27 00 32,,"Le bout du monde est parfois plus proche qu'il n'y paraît. Pour quelques jours, il se situe sur la presqu'île de Crozon. Ainsi éloignés, les festivaliers pourront tranquillement écouter les notes qui leur seront dévoilées par Liraz, The Limiñanas, Gaël Faye, Chico Trujillo, Bernard Lavilliers, Antti Paalanen, Le Canzoniere grecanico salentino, Selah Sue, Rodrigo y Gabriela, Star feminine band, Ajate, Eliades Ochoa et The Garifuna collective. ","-4.575181,48.167771",,,
Bretagne,Morbihan,Malestroit,Au pont du rock,05/08/2022,07/08/2022,Musique,aupontdurock.com,,,"La programmation va de Bon Entendeur, Gwendoline, Lujipeka à Bagarre, We hate you please die, The Limiñanas, IAM en passant par Carmeline, Eddy de Pretto, Zola et Shady Fat Kats.","-2.408408,47.793306",,,
Bretagne,Morbihan,Lorient,Festival interceltique de Lorient,05/08/2022,14/08/2022,Musique,festival-interceltique.bzh,02 97 21 24 29,,"Chaque année le festival accueille des milliers d'artistes venus d'Ecosse, du Pays de Galle, de Galice, de Bretagne, d'Acadie, des Asturies, de l'Ile de Man et d'Irlande mais aussi des diasporas d'Australie, de Nouvelle Zélande ou encore du Mexique. Cette édition se pare des couleurs des Asturies, qui sont à l'honneur. Concerts, danse, masterclasses sont au programme. Murray Head, Gaëtan Roussel, le groupe écossais Capercaillie, Rodrigo Cuevas, Silvia Quesada et le groupe Llan de Cubel font partie des invités. ","-3.41052,47.724196",,,
Bretagne,Côtes-d'Armor,Paimpol ,L’escale Disco,30/07/2022,,Musique,ville-paimpol.fr,02 96 55 13 35,http://freshflavour.fr/2018/04/26/le-navire-seanapse-largue-a-nouveau-les-amarres/,"Le disco et la house en plein air sont au programme de la journée avec également des ateliers créatifs prévus. A noter dans la même veine : ""La plongée disco"" samedi 6 août dans le parc de la Duchesse Anne à Saint-Quay-Portrieux et ""La villa disco"" samedi 3 septembre dans le Parc de la Villa Rohannec'h à Saint-Brieuc. ","-3.0822467,48.7789204",,,
Bretagne,Ile-et-Vilaine,Dinard,Festival international de musique ,13/07/2022,20/07/2022,Musique,festival-music-dinard.com,02 99 16 00 00,,"La musique classique est à l’honneur avec notamment le concert d’ouverture au théâtre Claude-Debussy du palais des arts et du festival. Il accueille la percussionniste Adelaïde Ferrière qui montre la variété de l'instrument. Elle interprète Bach, Debussy, Jean-Philippe Rameau, Ferruccio Busoni, pour des morceaux dont elle a écrit les arrangements, et également Alexej Gerassimez, John Psathas et Iannis Xenakis. La clôture se fait sur une nuit du piano dédiée aux passions du romantisme avec Nathanaël Gouin, Claire-Marie Le Guay, Jonathan Fournel qui jouent notamment Bizet, Chopin, Rachmaninov, Brahms et Liszt.","-2.100204,48.603546",,,
Bretagne,Ile-et-Vilaine,Saint-Malo,La Route du Rock,18/08/2022,20/08/2022,Musique,laroutedurock.com,02 99 54 01 11,,"Le rock indé dans toute sa diversité prend ses quartiers d'été au Fort de Saint-Père pour accueillir notamment King Gizzard & The Lizard Wizard, Fontaines D.C., Ty Segall & Freedom Band, Baxter Dury, King Hannah, Kevin Morby, The Limiñanas, DIIV, Aldous Harding, Big Joanie, Wet Leg etc. ","-2.077619,48.5981869",,,
Bretagne,Ile-et-Vilaine,Saint-Malo,Etonnants voyageurs ,04/06/2022,06/06/2022,Littérature,https://www.etonnants-voyageurs.com/,02 99 31 05 74,,"Dans une vingtaine de lieux à travers Saint-Malo se tiennent des rencontres, cafés littéraires, grands entretiens, débats, lectures et projections. Les thématiques de cette année sont l'imagination créatrice, le pouvoir de la littérature, écrire un monde en guerre, le sentiment européen, la puissance des mots, la sagesse du vivant, le roman d'aventure, la littérature de voyage, les littératures de l'imaginaire, la poésie et l'écriture théâtrale. Le focus sur la littérature de langue française pose ses bagages en Tunisie. Parmi les 150 personnalités invitées - dont 20 auteurs et autrices étrangers non francophones et 40 de langue française originaires de 15 pays - on retrouve notamment Mohamed Mbougar Sarr, lauréat du prix Goncourt 2021 avec La plus secrète mémoire des hommes (Editions Philippe Rey), Karim Kattan, gagnant du prix des cinq continents de la francophonie 2021 pour Le palais des deux collines (Editions Elyzad), mais aussi Franck Bouysse, Doan Bui, Javier Cercas, Sorj Chalandon, Patrick Chamoiseau, Riad Sattouf, Nancy Huston, Kapka Kassabova et Leïla Slimani.","-2.0766742,48.6462781",,,
Bretagne,Finistère,Landerneau,Fête du bruit,12/08/2022,14/08/2022,Musique,festival-fetedubruit.com,02 98 30 30 15,,"Les artistes se retrouvent sur les rives de l’Elorn dans le centre de Landerneau : MC Solaar, Dee K, Pixies, Parov Stelar, Deluxe... Une première session de la Fête du bruit a lieu à Saint-Nolff les 9 et 10 juillet avec les Black Eyed Peas, Booba, Gaël Faye, Cassia, Ska-P etc. ","-4.301928,48.425152",,,
Bretagne,Morbihan,La Gacilly,Festival photo La Gacilly ,01/06/2022,30/09/2022,Photo / Art contemporain,festivalphoto-lagacilly.com,02 99 08 68 00,,"La programmation se construit autour d'une thématique principale : ""Visions d'Orient"". Des photographes d’Iran, d’Afghanistan et du Pakistan sont à l'honneur. Trois pays d’Asie du Sud-Ouest qui tous appartiennent à l’espace culturel persan. Une rétrospective d'Abbas, expose entre autres son témoignage sur la révolution iranienne de 1979. Quatre jeunes artistes sont également présentés : Gohar Dashti, Ebrahim Noroozi, Maryam Firuzi et Hashem Shakeri. Côté Afghanistan sont proposés : une sélection des clichés de la photoreporter Véronique de Viguerie, loin du chaos, elle dévoile la vie d’un peuple ; les images de deux reporters afghans de l’AFP, Shah Marai, mort dans un attentat en 2018, et Wakil Kohsar ; le travail de la photographe, professeure et activiste Fatimah Hossaini. Enfin, le regard de Sarah Caron emmène au Pakistan, son pays de résidence. ","-2.200176,47.7543688",,,
Bretagne,Côtes d'Armor,Lannion,"Vert menthe, jaune canari. La couleur en photographie",25/06/2022,08/10/2022,Photo / Art contemporain,galerie-imagerie.fr/,02 96 46 57 25,,"L'exposition prend comme point de départ la série « Photocolore » de John Batho, précurseur de l'utilisation de la couleur dans les photographies artistiques ou le noir et blanc tient une place prépondérante. Les objets du quotidien qu'il photographie, ressortent grâce aux fonds colorés qu'il choisit. Son travail est mis en perspective avec celui de quatre autres  artistes : Luke Stephenson, Dorian Teti, Piero Percoco et Laure Tiberghien qui ont tous placé la couleur au cœur de leur pratique.","-3.55182,48.704187",,,
Bretagne,Morbihan,Lanester,Festival de théâtre amateur de Kerhervy,24/06/2022,03/07/2022,Théâtre / Arts de la rue / Cirque,festival.kerhervy.com,02 97 81 24 19,,"Des pièces classiques et contemporaines sont jouées par des troupes de théâtre amateur. A plates coutures de Carole Thibaut est jouée par la troupe du Manoir : des combats de femmes pour sauver leurs emplois, d’après des témoignages. Antigone de Jean Anouilh est mis en scène par Marie Pistekova.","-3.3658721,47.741299",,,
Bretagne,Finistère,Quimperlé,Les Rias,23/08/2022,27/08/2022,Théâtre / Arts de la rue / Cirque,lesrias.com,02 98 35 09 40,,"Toute la diversité du théâtre de rue investit Quimperlé et neuf communes alentour pour 66 rendez-vous gratuits : Arzano, Bannalec, Mellac, Scaër, Saint-Thurien, Locunolé, Moëlan-sur-Mer, et Riec-sur-Bélon. La compagnie du cirque inextremiste investit le stade de foot de d'Arzano pour Exit, spectacle dans lequel il s'agit de s'échapper d'un monde régi par des règles strictes et implacables. Le théâtre à ciel ouvert laisse même s'envoler une montgolfière. Au jardin public de Moëlan-sur-Mer, Clémence Barbier, Maïa Ricaud et Xavier Waibel proposent Ce que la vie signifie pour moi, inspiré d'un texte de Jack London, avec le dessinateur Matthieu Fayette qui croque en direct les comédiennes Stéphanie Cassignard et Maïa Ricaud.","-3.611018,47.821459",,,
Bretagne,Finistère,Landerneau,Kann Al Loar,08/07/2022,10/07/2022,Autres,kann-al-loar.bzh,02 98 30 30 45,,"La musique, le chant, le  spectacle vivant ou encore la mode sont représentés dans le but de partager et transmettre la culture bretonne, ancienne et contemporaine. Le but est également de soutenir la création régionale. Les jardins de la Palud, la place du marché et l'espace Saint-Ernel sont investis. Il est aussi question de spectacles jeune public dont Kakaw de la compagnie La Obra qui retrace l’histoire du chocolat en Amérique latine.","-4.301928,48.425152",,,
