code_commune,code_dep_min,ROUSSEL,MÉLENCHON,MACRON,JADOT,DUPONT-AIGNAN,POUTOU,LASSALLE,HIDALGO,ARTHAUD,PÉCRESSE,LE PEN,ZEMMOUR
86006,86,15,63,115,7,7,4,18,5,4,13,90,17
63006,63,5,18,30,7,1,0,7,1,1,15,32,7
42006,42,3,42,75,12,9,1,12,2,3,16,64,20
85006,85,24,183,266,41,31,15,54,16,4,50,321,63
77006,77,8,95,177,19,23,3,9,9,3,27,143,56
10006,10,24,165,310,26,48,14,28,12,13,69,471,98
45006,45,11,86,292,41,15,1,17,16,6,62,172,90
40006,40,16,67,109,13,8,3,48,20,2,5,129,36
03006,03,23,85,62,11,16,7,23,4,5,13,99,29
61006,61,196,1122,1749,220,113,47,143,137,60,236,1513,311
36006,36,91,584,621,99,54,17,107,74,26,134,603,155
35006,35,57,371,1118,189,43,22,74,62,25,150,517,85
23006,23,7,28,39,10,6,1,10,2,2,7,35,11
37006,37,34,338,532,105,48,12,43,33,7,74,433,98
83006,83,5,23,24,4,9,1,4,0,0,5,95,32
72006,72,29,151,375,41,21,8,27,14,7,57,286,53
06006,06,21,184,376,81,55,9,30,10,4,81,375,241
44006,44,34,258,347,66,27,17,41,15,11,68,268,59
56006,56,16,176,279,30,19,5,30,9,11,33,235,57
13006,13,34,176,209,34,32,7,48,21,6,42,346,128
84006,84,0,17,13,11,0,1,1,2,0,0,1,0
41006,41,6,45,58,6,5,1,11,5,2,8,90,11
82006,82,2,4,16,2,0,1,5,1,0,6,12,7
90006,90,7,64,31,11,5,3,10,4,0,12,35,16
87006,87,6,6,37,0,5,2,15,6,0,9,40,9
93006,93,423,7106,2290,662,133,108,123,170,60,221,1186,590
22006,22,4,28,34,6,2,5,5,3,1,1,40,6
68006,68,9,60,242,45,31,1,28,13,3,43,220,61
29006,29,60,297,1084,131,51,11,67,42,3,254,453,234
05006,05,32,413,242,83,34,11,52,23,10,43,225,64
60006,60,14,120,137,17,8,4,12,5,9,25,245,55
62007,62,7,54,174,19,14,4,10,8,0,24,103,20
57007,57,0,8,20,5,4,1,3,0,0,3,31,6
25007,25,0,3,12,1,4,1,10,0,0,2,19,4
60007,60,49,289,476,76,54,10,52,22,8,111,541,148
64007,64,34,153,134,36,18,4,112,19,5,16,116,42
78007,78,8,66,324,42,7,1,9,8,2,74,65,68
34007,34,10,55,50,11,9,1,13,14,0,10,81,20
70007,70,4,23,35,4,4,1,7,4,4,10,71,13
54007,54,9,54,71,10,8,3,7,3,3,4,143,30
21007,21,6,30,29,1,5,2,3,2,1,8,42,6
73007,73,18,114,118,27,24,8,29,6,1,30,262,75
02007,02,2,13,25,1,1,0,4,1,1,7,26,2
2B007,2B,4,14,19,1,0,2,32,7,0,7,22,13
11007,11,0,24,5,0,9,0,13,2,0,0,16,4
07007,07,8,139,139,30,24,5,38,13,8,25,134,44
39007,39,3,11,25,2,5,1,3,2,0,2,27,14
24007,24,15,64,76,7,4,2,18,10,0,14,101,13
09007,09,2,19,5,3,2,1,7,2,0,10,6,1
79007,79,6,58,104,16,15,4,14,10,6,16,88,15
47007,47,3,23,24,4,2,2,21,1,0,10,33,12
16007,16,9,69,60,11,10,3,29,3,1,9,64,22
81007,81,2,15,8,1,1,0,9,3,0,6,6,3
19007,19,25,92,122,12,14,3,51,9,3,41,112,27
30007,30,654,4659,3820,473,286,129,510,279,79,787,4700,1450
74007,74,26,257,447,91,53,13,43,24,8,79,361,114
14007,14,3,15,28,2,2,4,8,0,0,5,64,6
31007,31,1,9,4,0,0,1,3,1,0,1,16,10
12007,12,9,35,23,7,1,0,6,3,0,5,19,10
55007,55,2,28,40,9,2,0,8,1,0,8,47,15
26007,26,0,8,28,7,5,0,1,1,1,11,19,20
51007,51,7,44,147,15,31,5,8,4,2,50,186,42
52007,52,2,0,8,3,5,0,0,1,0,7,13,4
01007,01,46,276,403,69,39,8,60,31,10,77,499,141
71007,71,3,18,33,2,7,2,3,1,0,3,11,4
88007,88,0,0,11,0,1,0,4,0,0,6,4,5
69007,69,48,192,494,55,47,13,41,28,15,102,488,170
17007,17,4,43,52,3,2,3,7,1,2,5,59,10
76007,76,12,65,137,21,6,8,12,8,2,14,125,27
68007,68,10,138,452,72,66,8,43,26,10,73,404,118
65007,65,44,174,208,30,22,7,75,11,2,32,221,50
89007,89,16,61,63,10,2,1,13,10,6,8,75,9
28007,28,20,187,390,44,42,5,36,19,6,116,458,114
49007,49,1221,17798,21829,5441,1020,509,1079,1532,319,3276,7524,3850
04007,04,0,11,10,6,1,0,4,0,0,0,20,3
59007,59,27,84,74,11,7,0,5,8,4,14,233,34
58007,58,9,35,30,7,8,0,13,2,2,7,65,12
15007,15,0,5,24,2,2,1,19,1,0,9,20,6
86007,86,18,115,207,27,25,5,25,20,4,27,200,31
63007,63,5,35,29,4,2,2,14,1,1,12,20,9
18007,18,2,3,25,0,0,0,5,0,0,1,7,2
43007,43,13,68,88,18,16,4,45,7,1,39,136,28
33007,33,15,121,248,31,16,8,41,22,5,38,201,56
66007,66,2,38,21,3,1,2,5,2,0,4,16,8
46007,46,25,147,141,33,15,11,36,16,1,29,122,34
42007,42,2,19,30,10,7,1,8,2,1,13,35,8
10007,10,1,5,13,1,4,0,2,0,1,2,20,3
72007,72,11,65,53,10,8,1,3,6,2,13,119,17
32007,32,3,41,27,6,1,1,13,4,0,1,39,17
40007,40,9,16,22,1,1,0,20,7,0,2,35,4
77007,77,7,23,66,12,13,0,7,2,1,14,70,15
53007,53,41,309,581,86,31,15,35,32,13,63,361,109
36007,36,6,37,98,10,13,2,12,5,1,16,115,26
03007,03,6,39,62,13,5,0,17,5,2,9,53,11
23007,23,11,32,33,7,2,3,12,2,0,8,29,7
05007,05,7,55,86,18,3,4,20,7,7,16,41,9
48007,48,2,5,9,0,2,0,7,1,0,2,11,7
37007,37,3,8,41,5,4,1,4,0,0,8,31,10
61007,61,63,405,775,125,65,26,103,43,25,137,644,125
35007,35,3,75,82,17,5,0,16,13,1,9,58,5
83007,83,43,256,300,34,37,9,68,16,4,52,386,150
56007,56,175,1741,2652,560,142,67,174,143,40,390,1331,448
06007,06,19,233,488,86,77,7,49,17,3,108,658,279
13007,13,170,1209,1572,325,213,43,210,69,26,246,2572,828
41007,41,10,62,98,23,11,10,9,5,3,11,150,19
82007,82,7,26,22,1,2,0,8,3,1,5,27,4
44007,44,22,303,440,57,51,23,40,25,17,37,371,71
84007,84,826,13947,7724,1668,579,244,807,562,173,1190,7166,2943
92007,92,528,7423,3596,638,216,130,186,192,93,469,1552,749
87007,87,9,21,34,2,2,2,7,0,5,4,39,1
90007,90,4,37,61,10,8,0,2,1,0,20,37,18
29007,29,25,206,80,29,10,10,33,3,6,21,106,25
93007,93,373,9115,2873,257,191,88,166,108,82,596,2504,885
62008,62,9,62,122,11,8,3,19,6,4,29,144,24
57008,57,0,26,30,5,3,0,5,4,0,9,57,13
64008,64,2,37,42,4,2,5,55,7,0,14,11,10
25008,25,7,35,51,6,6,2,5,3,3,9,113,24
80008,80,17,77,129,8,7,6,15,4,7,23,224,16
95008,95,11,91,118,17,11,1,9,5,3,30,134,39
70008,70,0,8,26,0,3,1,1,0,0,5,50,10
60008,60,5,28,53,9,5,3,3,5,0,10,95,24
73008,73,263,3296,5194,1070,446,83,392,266,61,1083,3359,1611
02008,02,4,17,29,12,6,2,1,2,3,4,78,13
2A008,2A,30,105,166,41,22,8,58,0,4,64,279,164
11008,11,3,90,35,5,5,3,22,5,1,13,48,14
21008,21,10,76,66,9,8,2,11,7,1,10,41,17
07008,07,26,223,199,55,19,8,38,24,8,47,286,67
27008,27,116,206,194,21,15,10,19,12,4,33,290,32
54008,54,4,59,44,7,7,2,6,3,1,3,96,22
30008,30,20,120,94,19,13,7,27,11,1,17,217,34
81008,81,6,36,56,1,7,0,15,7,4,14,46,8
09008,09,5,32,15,7,2,0,13,5,1,6,12,10
67008,67,6,103,295,45,28,6,19,13,6,34,272,72
08008,08,18,48,83,13,14,1,17,7,5,20,180,10
79008,79,8,67,143,5,11,2,15,9,6,29,149,13
39008,39,6,53,67,8,4,3,11,3,2,9,72,13
38008,38,0,3,11,1,0,0,1,2,0,0,7,2
74008,74,40,572,647,134,68,17,42,31,7,106,368,181
51008,51,2,10,43,3,6,0,5,1,0,12,61,9
19008,19,12,39,39,6,3,1,9,2,3,19,19,13
47008,47,3,15,10,1,1,1,9,0,1,2,13,12
01008,01,8,71,109,22,14,6,17,5,2,26,152,31
16008,16,6,33,42,5,6,1,25,2,0,5,49,5
55008,55,3,14,20,0,4,1,8,2,0,10,29,4
31008,31,4,42,40,7,5,1,21,7,2,1,44,6
76008,76,14,66,117,9,5,3,11,8,1,16,119,28
50008,50,16,55,98,16,7,5,13,2,4,13,82,18
69008,69,3,66,112,22,22,3,16,7,3,26,117,20
26008,26,17,146,148,26,30,11,31,18,5,23,252,76
52008,52,6,51,84,11,12,4,22,4,6,28,190,28
17008,17,38,250,355,57,56,11,59,31,10,59,340,74
89008,89,2,16,24,3,2,1,5,0,1,7,27,6
12008,12,17,105,130,6,9,6,60,13,3,37,98,22
88008,88,0,3,23,2,7,0,2,0,0,10,32,7
71008,71,3,16,20,2,11,0,6,3,1,3,24,7
24008,24,17,72,97,5,9,2,25,13,4,20,109,22
49008,49,12,75,203,28,8,3,13,6,1,35,118,28
59008,59,331,941,666,65,75,27,56,56,40,68,2017,177
04008,04,17,101,165,22,25,6,41,5,2,19,205,66
58008,58,7,12,23,2,2,0,13,2,0,7,29,8
15008,15,4,35,46,6,2,2,17,2,1,14,48,10
68008,68,5,20,86,22,15,1,13,6,0,15,141,27
42008,42,1,17,20,0,4,0,4,1,1,5,21,7
63008,63,12,60,111,10,7,4,21,9,2,16,109,18
28008,28,0,11,27,1,1,1,1,0,0,3,39,7
10008,10,3,6,18,3,4,1,1,0,0,7,21,1
40008,40,5,8,12,1,2,4,8,0,4,1,8,7
66008,66,199,1168,1807,233,155,41,304,145,41,248,2482,775
43008,43,3,11,33,3,0,1,12,0,0,22,32,7
32008,32,0,12,10,1,2,0,7,0,1,6,16,1
77008,77,12,74,125,18,10,2,11,7,2,28,155,65
72008,72,127,633,897,124,52,21,72,83,33,144,774,153
53008,53,21,136,402,57,24,6,28,20,9,74,265,43
36008,36,2,34,25,2,18,1,15,3,1,8,47,6
03008,03,16,38,71,9,7,2,17,3,2,11,67,13
45008,45,13,119,263,29,22,8,20,16,10,75,285,54
48008,48,6,10,24,1,0,2,31,2,0,12,47,7
86008,86,4,34,44,9,6,1,6,0,3,12,86,18
18008,18,7,44,68,15,4,4,11,3,1,10,106,15
05008,05,9,67,43,14,1,2,10,1,1,12,90,14
37008,37,30,301,448,59,48,24,44,16,10,53,455,93
61008,61,13,94,160,9,23,10,19,5,6,18,190,36
85008,85,85,818,1447,249,93,32,150,98,27,158,829,213
23008,23,67,430,402,44,31,18,68,33,10,97,334,83
13008,13,5,52,125,22,6,2,13,5,3,15,80,43
06008,06,1,6,5,2,0,0,0,3,0,1,8,4
82008,82,20,95,127,19,10,8,55,10,1,23,127,53
35008,35,6,47,103,20,6,4,11,1,4,14,127,14
41008,41,7,62,116,11,7,5,14,3,1,14,123,25
56008,56,64,603,1422,269,61,35,85,61,10,237,556,246
83008,83,21,189,381,71,69,13,56,21,3,87,620,218
90008,90,45,573,528,104,59,15,61,35,16,108,547,160
29008,29,19,126,230,28,16,10,56,13,3,43,122,18
93008,93,321,8492,2443,210,130,65,117,89,88,248,1450,468
22008,22,16,143,230,46,25,5,25,15,3,30,214,47
87008,87,2,4,30,1,1,2,11,1,0,5,20,1
84008,84,4,41,133,22,12,1,16,7,1,22,79,136
34008,34,15,84,74,16,8,3,27,8,2,10,104,25
46008,46,6,29,42,7,1,2,6,7,0,12,27,6
33008,33,4,57,100,6,5,1,21,6,2,25,82,9
62009,62,3,18,47,5,1,2,2,0,2,6,69,8
64009,64,38,242,402,76,18,30,149,21,4,66,193,77
80009,80,11,73,184,12,12,7,17,5,2,27,213,27
70009,70,2,4,11,4,2,0,3,3,1,8,24,8
57009,57,1,5,13,4,4,1,3,1,0,3,24,7
02009,02,3,30,62,6,11,2,6,7,1,8,153,22
34009,34,30,189,219,31,21,6,61,35,12,49,357,92
78009,78,9,28,30,8,3,2,7,0,3,12,66,9
54009,54,1,8,23,3,4,3,7,0,0,5,29,5
21009,21,4,19,39,5,0,3,9,2,2,16,27,4
60009,60,18,166,281,33,15,10,31,13,1,44,286,82
67009,67,6,21,62,11,20,1,10,2,5,6,74,10
09009,09,3,97,20,3,1,5,16,5,0,1,1,0
30009,30,2,37,30,7,4,5,6,6,0,10,45,13
11009,11,19,184,141,15,16,11,38,58,3,28,292,56
2B009,2B,14,96,147,15,11,4,92,6,3,51,347,136
81009,81,1,13,6,0,1,0,4,1,0,1,7,2
27009,27,1,39,79,4,10,5,4,4,4,11,111,17
16009,16,5,43,40,4,2,0,29,3,4,19,46,4
14009,14,27,201,251,63,27,10,27,24,4,33,190,44
79009,79,3,55,87,17,6,1,14,4,0,4,82,11
55009,55,3,42,59,18,11,3,11,6,3,11,114,15
76009,76,0,35,57,3,0,2,5,4,1,12,51,6
07009,07,13,126,138,23,16,3,27,19,6,30,174,39
26009,26,24,98,157,21,16,4,32,26,3,27,216,49
39009,39,8,61,77,20,10,3,18,10,0,26,96,30
01009,01,6,54,63,9,4,3,6,2,1,17,46,17
74009,74,3,78,185,56,15,4,24,11,0,45,77,39
52009,52,1,7,8,0,6,1,17,0,0,3,33,3
47009,47,4,25,44,12,1,0,13,4,0,13,57,14
17009,17,12,162,164,33,20,5,23,11,3,36,203,41
51009,51,14,43,116,3,11,0,19,2,6,36,175,26
38009,38,10,107,145,22,14,8,17,10,4,23,160,39
24009,24,12,39,41,2,2,3,15,5,0,18,41,10
89009,89,5,27,62,7,8,2,8,0,4,8,73,26
71009,71,15,103,132,32,6,8,14,8,1,13,88,32
88009,88,46,293,412,54,77,22,44,22,23,84,783,135
69009,69,49,820,1256,195,73,32,101,65,16,193,830,274
31009,31,0,7,15,0,0,0,23,0,0,3,12,5
49009,49,3,38,79,13,4,0,8,1,3,5,102,11
65009,65,5,37,37,11,0,2,14,1,0,2,23,3
15009,15,8,21,41,4,4,1,9,4,0,18,23,9
58009,58,5,11,22,5,1,0,8,1,1,5,28,7
33009,33,98,735,3270,312,145,36,264,103,16,949,1278,1032
04009,04,0,6,1,2,0,0,0,0,0,3,4,3
86009,86,12,105,146,22,16,7,16,5,5,34,209,44
18009,18,3,28,33,2,7,3,4,1,2,11,63,12
28009,28,0,0,9,0,1,0,1,1,0,5,18,3
63009,63,5,79,57,15,6,0,25,4,3,14,75,19
66009,66,45,320,303,34,22,18,84,44,15,24,465,93
43009,43,0,9,3,0,0,1,1,0,0,1,4,2
32009,32,1,11,10,1,0,1,11,3,0,3,17,2
12009,12,2,2,5,0,1,1,5,1,1,2,34,15
53009,53,6,42,157,17,10,3,9,6,3,23,80,28
10009,10,0,3,17,0,5,0,1,0,2,11,19,12
72009,72,8,28,51,10,8,2,9,3,1,10,66,11
36009,36,28,122,174,24,20,9,28,13,7,33,242,62
42009,42,7,62,65,4,3,3,14,7,7,23,118,30
68009,68,4,64,155,18,19,7,14,4,6,19,172,39
77009,77,0,14,16,1,1,1,5,2,1,11,25,7
45009,45,10,75,151,13,18,6,20,5,3,33,246,48
05009,05,4,20,31,5,5,2,10,1,0,5,29,5
46009,46,19,161,114,23,5,5,33,13,0,20,47,7
03009,03,5,7,7,4,2,1,3,2,0,2,28,2
85009,85,14,116,206,17,20,8,36,8,4,30,155,46
23009,23,3,15,15,3,1,2,6,0,0,6,15,8
37009,37,2,36,67,10,10,3,7,5,0,9,76,11
41009,41,7,66,145,15,11,5,23,5,1,19,121,33
25009,25,2,16,20,1,3,1,7,2,0,6,37,12
35009,35,26,131,349,27,27,12,33,7,7,28,298,30
06009,06,1,9,13,2,2,0,4,0,1,5,19,8
82009,82,0,1,3,0,1,0,1,0,0,1,13,1
83009,83,104,586,1872,215,139,31,160,33,8,410,1616,1107
56009,56,34,188,254,50,14,10,29,13,5,37,83,20
44009,44,117,1116,2422,592,95,43,120,160,24,413,847,372
90009,90,49,584,496,66,69,14,58,37,21,134,782,179
87009,87,5,24,23,4,2,2,11,1,0,6,20,7
92009,92,228,3267,5918,1100,164,61,257,221,44,1150,1099,1048
13009,13,4,91,144,18,16,3,26,7,1,37,167,88
84009,84,16,132,227,39,23,9,47,14,4,39,320,110
22009,22,1,20,26,1,3,3,6,1,1,5,25,10
19009,19,7,16,15,7,1,1,6,4,0,6,16,9
48009,48,33,179,363,29,28,12,205,19,16,143,375,121
59009,59,714,9571,8245,1653,362,168,370,470,162,905,4015,1349
62010,62,6,21,45,2,3,1,10,2,4,4,57,12
80010,80,39,290,454,62,31,16,45,39,16,57,477,91
70010,70,3,4,17,0,3,0,4,2,4,1,37,2
57010,57,0,14,14,1,3,2,0,1,2,4,58,8
2B010,2B,1,18,59,7,3,1,16,2,0,40,46,29
54010,54,4,52,56,13,11,5,7,10,3,7,91,18
02010,02,1,14,21,2,1,1,4,0,0,2,53,1
21010,21,0,23,23,7,2,0,4,1,1,9,13,13
81010,81,5,52,57,7,13,2,25,20,2,13,68,20
60010,60,33,128,195,31,33,11,21,3,7,36,345,67
08010,08,1,5,12,0,2,1,5,0,0,5,38,10
27010,27,2,12,33,2,0,0,3,0,0,9,37,3
55010,55,25,136,324,46,51,9,51,19,9,60,653,133
76010,76,2,34,83,6,4,4,8,3,0,18,115,12
39010,39,0,19,8,1,0,0,3,1,1,2,24,1
67010,67,16,150,277,46,38,3,31,9,6,46,309,77
30010,30,42,463,486,78,32,11,58,33,8,59,442,137
01010,01,9,88,125,15,32,5,38,8,5,19,225,39
51010,51,5,5,20,1,4,0,3,0,0,8,31,9
65010,65,8,39,44,9,6,0,15,1,1,3,22,16
17010,17,72,575,895,195,60,20,71,46,11,141,415,166
34010,34,59,571,284,87,41,18,35,33,9,54,523,168
89010,89,6,24,46,3,3,3,6,0,0,17,44,11
74010,74,974,13501,21231,5387,1485,402,1371,1199,237,3488,9554,4780
24010,24,31,179,191,40,19,6,50,11,6,37,273,44
59010,59,5,19,49,1,1,0,4,0,1,5,60,3
26010,26,66,333,675,94,74,24,93,51,18,80,694,163
38010,38,7,67,116,25,8,9,12,7,0,13,127,42
07010,07,214,1919,1822,314,161,64,226,152,66,375,1554,492
47010,47,8,27,27,0,3,0,16,2,2,5,43,4
31010,31,2,11,17,7,1,0,16,1,0,10,12,2
11010,11,9,41,33,1,9,0,9,3,5,6,52,7
71010,71,17,68,109,13,13,4,18,11,4,17,219,28
88010,88,2,21,22,2,2,0,3,2,0,4,75,10
15010,15,8,17,26,5,2,5,22,6,1,6,29,8
33010,33,4,58,61,8,11,5,7,4,0,7,134,17
18010,18,10,30,25,1,3,0,6,3,3,9,34,7
19010,19,66,414,399,63,32,18,149,46,14,120,359,83
28010,28,3,26,57,7,4,3,9,5,1,19,67,18
63010,63,42,129,207,27,29,8,72,9,7,71,305,44
58010,58,20,92,71,8,5,3,16,9,1,20,130,28
49010,49,4,19,59,10,9,1,9,3,1,14,48,7
12010,12,0,4,29,3,0,1,17,3,2,6,21,1
10010,10,0,2,3,0,1,0,0,0,0,8,16,1
32010,32,3,12,7,4,2,0,10,2,0,5,18,3
43010,43,29,140,171,40,19,7,58,17,4,75,207,47
79010,79,4,109,114,25,8,3,21,7,3,6,115,16
45010,45,8,103,137,7,11,1,19,9,3,41,192,33
86010,86,20,168,204,37,18,11,32,21,5,27,177,39
72010,72,8,52,63,13,5,2,10,6,2,8,49,16
68010,68,7,94,183,29,39,6,34,6,4,22,197,51
05010,05,13,97,104,15,12,4,32,11,3,12,174,30
53010,53,1,25,57,7,8,1,6,4,1,5,98,8
77010,77,18,82,116,22,10,5,21,4,3,30,186,56
61010,61,1,8,20,6,5,1,8,1,2,6,15,9
03010,03,16,47,66,9,6,1,7,8,3,7,84,11
23010,23,2,18,18,5,0,0,6,0,0,5,12,7
46010,46,10,79,41,9,8,1,14,6,0,7,57,15
48010,48,5,26,43,3,4,2,25,3,0,17,58,17
37010,37,22,199,262,43,21,11,25,21,6,58,356,57
42010,42,14,127,305,58,47,7,33,19,7,58,286,47
85010,85,18,125,266,18,31,5,29,6,4,56,293,54
66010,66,2,14,3,1,2,0,7,0,0,4,21,8
36010,36,12,71,141,14,10,1,13,5,5,20,159,37
41010,41,23,97,143,24,18,6,25,10,2,21,158,27
64010,64,13,69,153,9,3,14,82,18,3,18,73,17
35010,35,22,137,277,33,20,8,33,22,4,40,330,38
13010,13,49,425,528,112,71,12,111,23,6,154,791,340
82010,82,6,28,36,3,8,2,19,2,0,2,46,11
83010,83,6,24,16,7,1,0,8,1,1,7,32,10
44010,44,50,362,831,113,54,25,55,44,20,156,435,189
56010,56,120,677,1183,156,77,47,160,76,30,150,1022,181
90010,90,413,4938,4052,689,298,140,325,236,141,884,3325,1274
29010,29,7,98,346,33,9,3,47,12,5,54,219,34
93010,93,276,9290,3290,378,211,113,254,173,80,551,2026,705
73010,73,50,621,1084,261,126,27,124,63,27,190,1052,271
69010,69,86,840,851,209,63,14,71,55,15,137,593,232
84010,84,14,108,142,42,16,4,12,24,5,16,121,58
06010,06,39,325,384,109,41,13,44,30,4,71,378,151
78010,78,7,88,355,42,9,4,13,5,0,81,134,89
62011,62,7,52,184,8,8,0,14,5,3,34,98,43
80011,80,51,289,492,46,24,12,37,26,17,28,687,79
64011,64,1,8,14,6,0,2,29,0,1,5,18,2
73011,73,194,1823,1874,386,191,72,199,136,42,405,1886,539
57011,57,6,40,77,5,10,5,19,9,2,15,123,22
25011,25,6,57,114,22,15,4,9,2,2,12,181,44
54011,54,3,49,85,5,12,3,5,1,0,10,88,10
2A011,2A,3,9,10,1,0,0,5,0,0,2,12,9
70011,70,6,35,51,6,5,1,8,7,2,6,58,14
02011,02,19,98,183,16,16,5,13,12,7,37,274,71
95011,95,6,44,58,13,3,2,9,1,2,13,73,22
81011,81,10,177,151,33,11,12,48,13,4,38,177,56
27011,27,15,117,203,33,17,10,18,9,4,26,251,28
21011,21,0,3,20,0,2,2,0,0,0,5,12,2
60011,60,5,24,42,2,6,2,7,2,2,9,90,12
16011,16,9,70,81,19,12,2,15,7,4,16,83,17
08011,08,2,23,17,1,3,1,9,2,0,0,46,14
76011,76,3,11,32,3,4,2,6,4,1,2,38,14
55011,55,1,12,28,2,3,0,7,1,1,4,70,9
17011,17,8,46,54,5,6,1,10,1,2,6,67,11
59011,59,165,843,1549,215,97,30,85,122,26,161,1725,312
39011,39,2,36,77,6,3,1,6,3,4,5,93,20
89011,89,1,15,31,2,5,0,5,0,1,4,17,6
52011,52,2,8,18,1,6,0,1,0,0,1,20,4
38011,38,10,86,199,33,16,5,22,12,4,33,217,59
47011,47,3,35,24,2,0,1,11,5,1,1,32,9
24011,24,43,134,153,17,9,4,52,12,2,31,176,44
09011,09,0,30,8,0,4,1,1,1,0,2,10,2
71011,71,13,49,83,9,10,1,23,8,2,29,58,24
26011,26,30,486,347,79,30,6,48,32,9,38,331,82
01011,01,4,36,45,17,6,2,19,1,0,14,65,27
11011,11,12,51,68,13,8,1,26,11,1,6,73,27
31011,31,6,71,41,15,5,4,19,8,3,4,35,9
34011,34,0,39,17,7,0,3,3,1,1,0,6,2
88011,88,18,141,211,30,20,13,22,14,8,19,350,69
18011,18,31,175,316,35,28,10,38,16,13,79,341,82
58011,58,5,27,39,5,3,2,6,3,1,10,34,11
15011,15,9,27,34,3,3,0,21,2,0,9,36,4
19011,19,17,74,217,15,14,7,78,22,9,65,145,36
10011,10,0,6,36,1,6,2,1,0,0,9,40,14
63011,63,6,21,25,4,3,6,15,4,1,12,46,4
40011,40,3,37,65,5,2,0,29,9,0,5,68,18
49011,49,6,24,91,22,6,2,10,2,3,17,87,12
67011,67,3,78,158,29,25,5,29,11,4,19,278,44
12011,12,15,99,180,29,13,2,70,16,4,30,98,29
33011,33,97,666,1378,190,107,40,247,65,18,203,958,380
86011,86,6,17,23,3,1,0,7,2,0,5,25,9
68011,68,10,99,223,46,28,6,20,15,4,37,254,66
72011,72,10,75,142,15,10,4,13,5,4,38,167,37
53011,53,12,67,163,20,9,4,11,11,3,22,123,18
45011,45,0,8,30,3,4,0,8,0,2,17,37,13
43011,43,4,30,22,4,2,3,17,1,0,10,38,4
61011,61,4,32,97,10,5,4,3,2,2,19,73,18
77011,77,8,49,52,11,11,0,7,1,2,29,105,18
23011,23,2,27,23,3,1,2,8,3,1,13,30,3
03011,03,9,37,49,8,4,2,8,0,0,22,72,22
14011,14,32,196,254,55,26,13,38,20,11,44,333,54
46011,46,18,41,67,17,3,1,24,13,3,17,58,11
05011,05,3,47,41,9,5,3,14,2,1,21,101,27
37011,37,54,170,291,29,36,9,30,30,8,35,296,57
66011,66,74,440,494,98,43,30,106,59,8,86,882,234
36011,36,3,22,27,4,7,0,9,1,0,5,31,8
42011,42,32,215,362,65,38,12,41,24,13,75,527,141
85011,85,22,185,431,55,26,10,40,21,6,70,301,85
83011,83,10,107,209,23,26,3,29,10,3,24,258,79
82011,82,9,90,113,14,15,4,29,12,1,14,198,47
06011,06,16,168,573,70,62,7,50,13,9,142,600,383
87011,87,84,336,490,54,34,22,103,45,23,101,462,101
90011,90,8,43,81,9,6,1,6,7,1,12,29,19
29011,29,48,414,828,166,28,15,50,66,11,123,340,103
94011,94,403,2763,1305,143,74,39,69,53,36,190,836,451
22011,22,18,148,169,30,10,5,17,17,5,22,152,21
56011,56,14,181,320,46,25,9,27,13,4,33,224,35
84011,84,5,79,60,13,3,3,14,4,0,5,36,32
65011,65,1,14,19,1,2,0,12,3,0,9,23,15
30011,30,109,717,1545,249,100,30,155,96,23,321,1239,615
13011,13,3,27,87,14,4,1,8,3,1,12,62,36
07011,07,55,163,87,18,9,2,23,10,4,14,140,31
62012,62,2,26,43,3,1,2,1,0,3,14,35,6
64012,64,1,5,11,5,0,3,38,2,1,6,11,4
73012,73,1,42,26,9,5,2,4,0,0,9,12,9
57012,57,102,565,535,54,49,23,57,46,17,42,873,183
2B012,2B,3,7,15,0,0,0,9,1,0,4,2,6
54012,54,6,47,62,25,4,1,6,5,0,7,45,20
70012,70,3,73,90,9,9,5,19,11,8,11,145,17
02012,02,0,1,10,0,0,0,1,0,0,6,16,2
95012,95,3,19,22,1,3,1,1,1,1,5,43,17
27012,27,7,45,73,4,9,5,9,3,2,16,114,14
21012,21,7,25,52,8,5,4,12,1,2,22,84,11
60012,60,37,327,350,41,46,16,50,14,5,49,609,103
81012,81,1,22,20,3,0,0,11,1,0,1,23,0
16012,16,6,45,93,11,7,2,14,5,1,13,96,13
14012,14,1,19,17,5,3,0,1,0,1,4,37,2
76012,76,6,13,31,4,2,2,3,0,0,5,48,9
65012,65,0,21,14,3,0,0,8,0,1,0,16,5
74012,74,128,3615,2785,450,269,72,184,185,62,368,1764,797
17012,17,4,21,28,3,2,0,3,2,0,6,33,5
52012,52,0,1,7,0,1,0,0,0,0,0,5,0
89012,89,4,5,20,3,4,0,3,0,2,5,12,5
59012,59,44,273,290,35,23,13,29,18,7,35,648,100
51012,51,4,4,12,1,4,0,2,1,0,3,8,4
47012,47,4,29,39,5,6,1,20,12,0,11,49,15
38012,38,21,267,293,49,44,9,39,19,3,50,486,101
09012,09,0,12,0,0,0,1,2,0,1,0,3,0
55012,55,2,24,54,11,9,2,10,2,0,10,88,16
30012,30,73,483,507,84,35,28,90,37,12,71,744,310
01012,01,6,59,51,10,4,3,9,2,4,5,54,13
31012,31,5,20,21,3,2,2,13,7,0,2,5,4
07012,07,2,53,45,4,4,0,9,3,1,17,71,21
88012,88,6,103,178,31,34,8,24,19,3,29,221,43
