dta,date_actualisation_dta,tous_locaux_visites,presence_amiante,obligation_surveillance,date_derniere_visite,obligation_mesure_taux_empoussierement,obligation_travaux,dta_consultable,lieu_dta_consultable,precision,uairne,type,secteur,code,Nom,Latitude,Longitude
OUI,10/21/2004,OUI,OUI,OUI,,NON,NON,OUI,,,0750794F,LP,PU,0750794F,LYCEE PROFESSIONNEL BRASSAI <br> 75015 PARIS 15E  ARRONDISSEMENT,48.84416161515548,2.298339081893833
NON,,,,,,,,,,,0750697A,LYC,PU,0750697A,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE BATIMENT-SAINT-LAMBERT <br> 75019 PARIS 19E  ARRONDISSEMENT,48.87461402965952,2.3848894914285967
OUI,6/27/2008,NON,OUI,OUI,11/24/2015,NON,NON,OUI,,,0754253R,CLG,PU,0754253R,COLLEGE SAINT-EXUPERY <br> 75014 PARIS 14E  ARRONDISSEMENT,48.83446795405794,2.3354603026461427
OUI,8/8/2006,OUI,OUI,OUI,,NON,NON,OUI,,Le DTA préconise de faire procéder au retrait ou recouvrement des parties dégradées des matériaux amiantés dégradés....mais il n'est pas inscrit d'obligation de travaux.,0751253E,1ORD,PU,0751253E,ECOLE MATERNELLE ARMAND CARREL E <br> 75019 PARIS 19E  ARRONDISSEMENT,48.882699484673736,2.3757723421988257
NON,,,,,,,,,,,0751162F,1ORD,PU,0751162F,ECOLE MATERNELLE MONT-CENIS F <br> 75018 PARIS 18E  ARRONDISSEMENT,48.892069459625866,2.343961203549677
NON,,,,,,,,,,,0750984M,1ORD,PU,0750984M,ECOLE ELEMENTAIRE REUILLY EA <br> 75012 PARIS 12E  ARRONDISSEMENT,48.84577820358283,2.388550606399329
,,,,,,,,,,,0751278G,1ORD,PU,0751278G,ECOLE MATERNELLE CHARLES BAUDELAIRE <br> 75012 PARIS 12E  ARRONDISSEMENT,48.84949099255017,2.376919654677501
OUI,11/28/2008,OUI,OUI,NON,,NON,NON,OUI,,,0750651A,LYC,PU,0750651A,LYCEE POLYVALENT SIMONE WEIL <br> 75003 PARIS  3E  ARRONDISSEMENT,48.86135305207608,2.3640277913184717
OUI,11/20/2015,OUI,OUI,NON,,NON,NON,OUI,,,0752108J,CLG,PU,0752108J,COLLEGE YVONNE LE TAC <br> 75018 PARIS 18E  ARRONDISSEMENT,48.8840247642451,2.340646607068092
NON,,,,,,,,,,,0751429W,1ORD,PU,0751429W,ECOLE MATERNELLE VOLTAIRE W <br> 75011 PARIS 11E  ARRONDISSEMENT,48.85253979267107,2.390008524921087
OUI,5/31/1999,OUI,OUI,OUI,,OUI,OUI,OUI,,La plupart des travaux de désamiantage ont été effectués ces dernières années. La surveillance doit être poursuivie pour les dalles du plafond des WC rez-de-chaussée.,0751375M,1ORD,PU,0751375M,ECOLE MATERNELLE PORTE D'IVRY M <br> 75013 PARIS 13E  ARRONDISSEMENT,48.821184982966344,2.3694917773831365
OUI,11/9/1999,,OUI,NON,,NON,NON,OUI,,Présence de fibre d'amiante de type chrysotile dans un four à céramique qui va être réformé.,0753338W,1ORD,PU,0753338W,ECOLE MATERNELLE MERLIN <br> 75011 PARIS 11E  ARRONDISSEMENT,48.8598743677229,2.3858649649340893
OUI,,OUI,OUI,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0751220U,APPL,PU,0751220U,ECOLE ELEMENTAIRE D APPLICATION TANGER EB <br> 75019 PARIS 19E  ARRONDISSEMENT,48.887760649887475,2.3702307820896844
OUI,,OUI,OUI,OUI,,NON,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Le diagnostic est consultable au service de l architecture du 16° arrondissement,0753269W,APPL,PU,0753269W,ECOLE ELEMENTAIRE D APPLICATION PARC DES PRINCES W <br> 75016 PARIS 16E  ARRONDISSEMENT,48.84091775960288,2.2546481840813843
OUI,,OUI,NON,NON,,,,,,"les travaux de désamiantage ont été réalises en octobre 2013.
Ils ne concernaient que le sol de la loge ains ique la réserve n°3 pour le retrait d'un conduit fibrociment carré vertical au -1",0752328Y,1ORD,PU,0752328Y,ECOLE MATERNELLE POISSY <br> 75005 PARIS  5E  ARRONDISSEMENT,48.84858574844219,2.352272061804782
OUI,7/1/2010,OUI,OUI,OUI,7/1/2010,NON,NON,OUI,,,0750508V,LP,PU,0750508V,LYCEE PROFESSIONNEL CHARLES DE GAULLE <br> 75020 PARIS 20E  ARRONDISSEMENT,48.85804604923595,2.3973735732170294
OUI,3/29/2007,OUI,NON,NON,,NON,NON,OUI,,"Le DTA est consultable à la loge de l'école, dans le registre de sécurité",0751126S,1ORD,PU,0751126S,ECOLE ELEMENTAIRE JEANNE D'ARC EB <br> 75013 PARIS 13E  ARRONDISSEMENT,48.8301927343777,2.368737131108425
OUI,,,,,,,,,,,0751118H,1ORD,PU,0751118H,ECOLE ELEMENTAIRE BAUCHES H <br> 75016 PARIS 16E  ARRONDISSEMENT,48.85597160404478,2.2739949449471584
NON,,,,,,,,,,,0754868J,1ORD,PU,0754868J,ECOLE ELEMENTAIRE GOUTTE D'OR J <br> 75018 PARIS 18E  ARRONDISSEMENT,48.8849756133152,2.3517280614875737
OUI,10/17/2006,OUI,OUI,NON,,NON,OUI,OUI,,le document s'intitule diagnostic amiante. Cela correspond-t-il au DTA mentionné ci-dessus?,0750808W,LP,PU,0750808W,LYCEE PROFESSIONNEL ETIENNE DOLET <br> 75020 PARIS 20E  ARRONDISSEMENT,48.868740002902356,2.3867269823415027
OUI,9/13/2013,OUI,OUI,NON,,NON,NON,OUI,,"Présence de 1 conduit de cheminée en fibrociment ( Rue Viète côté cour) BON ETAT 
 présence de 1 conduit en fibrociment (combles) BON ETAT. 
Une jardinière: bac à fleurs en fibrociment BON ETAT (appartement de fonction, jardinière privative) a été dép",0750704H,LYC,PU,0750704H,LYCEE D ENSEIGNEMENT GENERAL CARNOT <br> 75017 PARIS 17E  ARRONDISSEMENT,48.884486175686405,2.3078323456035283
OUI,12/11/2013,OUI,NON,OUI,12/11/2013,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Fibrociment sur une canalisation protégée par coffrage en bois. bon état mais surveillance.,0751141H,1ORD,PU,0751141H,ECOLE ELEMENTAIRE NORDMANN <br> 75013 PARIS 13E  ARRONDISSEMENT,48.833767633479404,2.3431650672459976
OUI,7/20/2006,OUI,OUI,NON,,NON,NON,OUI,,,0751088A,1ORD,PU,0751088A,ECOLE ELEMENTAIRE ST OUEN <br> 75017 PARIS 17E  ARRONDISSEMENT,48.88904647996392,2.325925075349541
OUI,7/3/2006,OUI,OUI,NON,,NON,NON,OUI,,,0750786X,LYC,PU,0750786X,LYCEE POLYVALENT LAZARE PONTICELLI <br> 75013 PARIS 13E  ARRONDISSEMENT,48.82338077060192,2.346615270914436
OUI,9/9/2013,OUI,NON,NON,,NON,NON,OUI,,RAS,0751427U,1ORD,PU,0751427U,ECOLE MATERNELLE VITRUVE <br> 75020 PARIS 20E  ARRONDISSEMENT,48.859511647885554,2.4070284734106
OUI,11/1/2005,NON,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0750800M,LP,PU,0750800M,LYCEE PROFESSIONNEL EDMOND ROSTAND <br> 75018 PARIS 18E  ARRONDISSEMENT,48.89264999351997,2.362531226451181
OUI,12/13/2013,OUI,NON,NON,,NON,NON,OUI,,,0752214Z,1ORD,PU,0752214Z,ECOLE ELEMENTAIRE REIMS <br> 75017 PARIS 17E  ARRONDISSEMENT,48.88827563334492,2.2954412380438374
OUI,10/13/2009,OUI,OUI,NON,,NON,NON,OUI,,,0752078B,1ORD,PU,0752078B,ECOLE ELEMENTAIRE ST DIDIER <br> 75016 PARIS 16E  ARRONDISSEMENT,48.866133955766585,2.28755338930089
OUI,3/12/2007,OUI,OUI,OUI,,,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Le collège ne dispose que de 3 pages du DTA de 2007, document en comportant 23. A priori, il a été actualisé après 2007, mais le collège ne dispose pas de la mise à jour.",0752694W,CLG,PU,0752694W,COLLEGE CAMILLE CLAUDEL <br> 75013 PARIS 13E  ARRONDISSEMENT,48.82045061173893,2.364643821822803
OUI,10/27/2009,OUI,OUI,NON,,NON,NON,OUI,,,0751345E,1ORD,PU,0751345E,ECOLE MATERNELLE MAURICE ROUVIER E <br> 75014 PARIS 14E  ARRONDISSEMENT,48.830602744865935,2.310566671595232
OUI,8/20/2016,OUI,OUI,OUI,6/18/2016,NON,NON,OUI,,TRAVAUX SUR SOL PLASTIQUE COULOIR INTERNAT FAIT EN FEVRIER A MESURER DANS 6 MOIS POUR VERIFICATION,0750654D,LYC,PU,0750654D,LYCEE D ENSEIGNEMENT GENERAL HENRI IV <br> 75005 PARIS  5E  ARRONDISSEMENT,48.84635844973404,2.3473832542620507
OUI,12/30/2013,NON,OUI,OUI,,NON,NON,OUI,,,0750715V,LYC,PU,0750715V,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE MAURICE RAVEL <br> 75020 PARIS 20E  ARRONDISSEMENT,48.8476718418321,2.4083242063515726
,,,,,,,,,,"J'arrive dans l'école, je ne sais absolument pas ce qui s'est passé avant ...
il faudrait posé la question aux services de la Ville de Paris.",0750932F,1ORD,PU,0750932F,ECOLE ELEMENTAIRE MANIN EA <br> 75019 PARIS 19E  ARRONDISSEMENT,48.88396513065739,2.3904913349433707
OUI,12/8/2006,NON,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0751312U,1ORD,PU,0751312U,ECOLE MATERNELLE GERBERT <br> 75015 PARIS 15E  ARRONDISSEMENT,48.83956607778958,2.2977660256736883
,,OUI,OUI,,,,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Des travaux de désamiantage ont été réalisés durant l'été 2013 : tout le sol du premier étage a été changé.
Les documents sont introuvables à l'école (interim de direction pas d'accès aux archives).
Ils sont probablement à la CASPE.",0751395J,1ORD,PU,0751395J,ECOLE MATERNELLE SOMMERARD <br> 75005 PARIS  5E  ARRONDISSEMENT,48.84994583338528,2.346859998851485
OUI,9/1/2004,OUI,OUI,NON,,NON,NON,OUI,,,0753873C,LYC,PR,0753873C,LYCEE D ENSEIGNEMENT GENERAL FENELON SAINTE-MARIE <br> 75008 PARIS  8E  ARRONDISSEMENT,48.87916804491666,2.31637735118188
OUI,1/14/2016,OUI,NON,NON,,NON,NON,OUI,,,0750911H,1ORD,PU,0750911H,ECOLE ELEMENTAIRE JOSEPH DE MAISTRE H <br> 75018 PARIS 18E  ARRONDISSEMENT,48.89155643400096,2.3307233361776856
OUI,6/5/2006,OUI,NON,NON,,NON,NON,OUI,,,0751038W,1ORD,PU,0751038W,ECOLE ELEMENTAIRE BAUDRICOURT EB <br> 75013 PARIS 13E  ARRONDISSEMENT,48.82576061075369,2.3631366226061234
OUI,,,NON,,,,,NON,,,0750445B,CLG,PU,0750445B,COLLEGE ALBERTO GIACOMETTI <br> 75014 PARIS 14E  ARRONDISSEMENT,48.83424434099136,2.314954327158833
OUI,1/11/2010,OUI,OUI,NON,,NON,NON,OUI,Autres,"Un pré-rapport de repérage des matériaux et produits contenant de l'amiante avant réalisation de travaux a été remis à l'établissement le 7 avril 2016 suite à une visite du 24/08/2015.
Ce rapport confirme la présence d'amiante en particulier dans certai",0750714U,LYC,PU,0750714U,LYCEE D ENSEIGNEMENT GENERAL HELENE BOUCHER <br> 75020 PARIS 20E  ARRONDISSEMENT,48.84781884910078,2.406954392430153
OUI,6/26/2012,OUI,NON,NON,,NON,NON,OUI,,De l'amiante a été détecté dans les conduits de la cave avec mention Bon état.,0751111A,1ORD,PU,0751111A,ECOLE ELEMENTAIRE GAMBETTA <br> 75020 PARIS 20E  ARRONDISSEMENT,48.86681774777433,2.399961678180881
OUI,6/22/2010,NON,OUI,OUI,6/22/2010,NON,NON,OUI,,"Travaux effectués pour les dalles de sol (changement).
Pour les plaques en fibro ciment façades intérieures, changement en cours.
Absence de matériaux et produits contenant de l'amiante dans les flocages, calorifugeages et faux plafonds.
Toiture ter",0754322R,1ORD,PU,0754322R,ECOLE ELEMENTAIRE CHAMPERRET <br> 75017 PARIS 17E  ARRONDISSEMENT,48.88610403592601,2.2868315020075
OUI,11/30/2015,OUI,OUI,OUI,8/28/2015,NON,NON,OUI,,,0751708Z,LYC,PU,0751708Z,LYCEE POLYVALENT LOUIS ARMAND <br> 75015 PARIS 15E  ARRONDISSEMENT,48.837284822881614,2.2855402933184266
OUI,11/18/2015,NON,OUI,OUI,10/19/2015,NON,NON,OUI,,,0752195D,CLG,PU,0752195D,COLLEGE GERARD PHILIPE <br> 75018 PARIS 18E  ARRONDISSEMENT,48.894457429481356,2.3519387044867126
OUI,10/20/2009,OUI,NON,NON,,NON,NON,OUI,Autres,AUTRES: CAS 9 RUE DE LA PERLE 75003 PARIS,0751117G,1ORD,PU,0751117G,ECOLE ELEMENTAIRE TOURNELLES <br> 75004 PARIS  4E  ARRONDISSEMENT,48.8551430607826,2.367253229768533
OUI,11/25/2016,OUI,OUI,NON,11/25/2013,NON,NON,OUI,,,0750362L,CLG,PU,0750362L,COLLEGE BEAUMARCHAIS <br> 75011 PARIS 11E  ARRONDISSEMENT,48.864243486766526,2.3669000603315085
OUI,11/22/2011,OUI,OUI,OUI,10/7/2013,NON,NON,OUI,,"Matériaux non friables
Préconisation: surveillance",0751348H,1ORD,PU,0751348H,ECOLE MATERNELLE MOUFFETARD <br> 75005 PARIS  5E  ARRONDISSEMENT,48.843994323715094,2.3494186087608595
OUI,1/22/2007,OUI,OUI,OUI,,NON,NON,OUI,,,0752693V,CLG,PU,0752693V,COLLEGE FRANCOIS COUPERIN <br> 75004 PARIS  4E  ARRONDISSEMENT,48.85494399722897,2.3565706165754934
OUI,,OUI,OUI,OUI,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Ce dossier est géré en direct par le Département de Paris - Section Locale d'Architecture
Des visites régulières sont opérées afin de contrôler les locaux présentant des traces d'amiante :
- Calorifugeage bitume de la terrasse niveau 4 (travaux prévu ",0753937X,CLG,PU,0753937X,COLLEGE EVARISTE GALOIS <br> 75013 PARIS 13E  ARRONDISSEMENT,48.818447471709966,2.358370652919913
OUI,12/15/2008,OUI,OUI,OUI,4/29/2011,NON,OUI,OUI,,,0753939Z,CLG,PU,0753939Z,COLLEGE JEAN PERRIN <br> 75020 PARIS 20E  ARRONDISSEMENT,48.85684944362047,2.4111884491790505
,,,,,,,,,,"bâtiment construit récemment,  ouvert au public en janvier 2015",0753258J,1ORD,PU,0753258J,ECOLE MATERNELLE DE LA SAIDA _ OLIVIER DE SERRES J <br> 75015 PARIS 15E  ARRONDISSEMENT,48.83200262681832,2.295519315065866
OUI,11/17/2011,OUI,OUI,OUI,11/17/2011,NON,NON,OUI,,,0751403T,1ORD,PU,0751403T,ECOLE MATERNELLE ST GERMAIN L'AUXERROIS <br> 75001 PARIS  1ER ARRONDISSEMENT,48.858219000955934,2.3453810467178284
OUI,12/23/2009,OUI,OUI,,,NON,NON,OUI,,"Le désamiantage d'une zone de l'établissement est prévu cet été normalement.
Si l'entreprise qui intervient sur le lycée n'avait pas le temps, d'autres périodes de travaux prévues sur les vacances scolaires jusqu'en décembre 2017 permettront  de le fair",0752700C,LP,PU,0752700C,LYCEE PROFESSIONNEL ARMAND CARREL <br> 75019 PARIS 19E  ARRONDISSEMENT,48.88267930545693,2.3762143938664355
OUI,10/25/2006,OUI,NON,NON,,NON,NON,OUI,,,0751206D,1ORD,PU,0751206D,ECOLE ELEMENTAIRE SEVERO <br> 75014 PARIS 14E  ARRONDISSEMENT,48.83245295130091,2.3235154321106863
OUI,9/18/2009,OUI,OUI,OUI,,,OUI,NON,,Les travaux de désamiantage ont été réalisés dans les zones identifiées contenant de l'amiante,0754924V,LYC,PR,0754924V,LYCEE POLYVALENT NOTRE-DAME -ST VINCENT DE PAUL <br> 75013 PARIS 13E  ARRONDISSEMENT,48.82826620285785,2.3529045755658684
OUI,7/4/2003,NON,NON,NON,,NON,NON,OUI,,,0751205C,1ORD,PU,0751205C,ECOLE ELEMENTAIRE SERVAN <br> 75011 PARIS 11E  ARRONDISSEMENT,48.86075794499544,2.3829744553839607
OUI,8/18/2009,OUI,OUI,OUI,,NON,NON,OUI,,les travaux de désamiantages ont été réalisés dans les zones identifiées contenant de l'amiante,0753985Z,CLG,PR,0753985Z,COLLEGE SAINTE-MARIE <br> 75013 PARIS 13E  ARRONDISSEMENT,48.82826620285785,2.3529045755658684
OUI,10/1/2013,OUI,OUI,NON,,NON,NON,OUI,,De la fibre d’amiante a été repérée dans des conduits de ventilation en ciment et dans de la colle.,0750699C,LYC,PU,0750699C,LYCEE D ENSEIGNEMENT GENERAL JANSON DE SAILLY <br> 75016 PARIS 16E  ARRONDISSEMENT,48.865550284044865,2.2794422976469617
OUI,4/16/2008,OUI,OUI,NON,,NON,NON,OUI,,"Le DTA précise ""Actions à mener par le propriétaire: sans objet""
La présence d'amiante se limite à du fibrociment présent dans certaines caves des logements de fonction.",0750712S,LYC,PU,0750712S,LYCEE POLYVALENT DIDEROT <br> 75019 PARIS 19E  ARRONDISSEMENT,48.881512081642704,2.3958761778429154
NON,,,,,,,,,,,0753051J,1ORD,PU,0753051J,ECOLE MATERNELLE MAURICE RIPOCHE <br> 75014 PARIS 14E  ARRONDISSEMENT,48.83324173639449,2.3230447299625125
OUI,9/1/2010,NON,OUI,NON,,NON,NON,OUI,,"Désamiantage réalisé en 2008 avec zones inaccessibles amiantées (sols) volontairement laissées en place et non mentionnées dans le DTA, bien que je les ai plusieurs fois mentionnées...
Christophe Neveu, directeur
01 45 77 12 19",0753190K,1ORD,PU,0753190K,ECOLE MATERNELLE SEXTIUS MICHEL <br> 75015 PARIS 15E  ARRONDISSEMENT,48.85010892070334,2.288408898882442
OUI,12/15/2014,OUI,OUI,OUI,12/15/2014,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0751091D,1ORD,PU,0751091D,ECOLE ELEMENTAIRE DELAMBRE <br> 75014 PARIS 14E  ARRONDISSEMENT,48.841585466153795,2.3267596511036936
OUI,11/15/2013,OUI,OUI,OUI,11/15/2013,NON,OUI,OUI,,"Le DTA est consultable dans le bureau du Gestionnaire du collège. Il est également disponible à la Direction des Affaires Scolaires du Département de Paris.

A noter : il reste un seul élément amianté : une cheminée sur le toit de la SEGPA (voir mail ",0752252R,CLG,PU,0752252R,COLLEGE HECTOR BERLIOZ <br> 75018 PARIS 18E  ARRONDISSEMENT,48.89580660255976,2.332812845002539
OUI,10/10/2012,OUI,OUI,OUI,,NON,NON,OUI,,,0750868L,1ORD,PU,0750868L,ECOLE ELEMENTAIRE DIDEROT <br> 75012 PARIS 12E  ARRONDISSEMENT,48.84610422483207,2.3773048981685947
OUI,5/23/2006,OUI,OUI,OUI,9/14/2009,NON,NON,OUI,,"présence d'amiante hors des zones de contact avec les enfants ( laverie, loge de la gardienne, cave). Amiante non dégradée.",0751244V,1ORD,PU,0751244V,ECOLE MATERNELLE ALESIA V <br> 75014 PARIS 14E  ARRONDISSEMENT,48.82661142909854,2.339917962506327
OUI,12/17/2007,OUI,OUI,OUI,12/17/2007,,NON,OUI,,,0751706X,CLG,PU,0751706X,COLLEGE CHARLES PEGUY <br> 75019 PARIS 19E  ARRONDISSEMENT,48.87628847863291,2.3765240843979067
OUI,4/12/2010,OUI,NON,NON,,NON,NON,OUI,Autres,consultable à l'intendance ( bureau intendante).,0750652B,LYC,PU,0750652B,LYCEE D ENSEIGNEMENT GENERAL CHARLEMAGNE <br> 75004 PARIS  4E  ARRONDISSEMENT,48.85423829245597,2.3604825865320183
OUI,9/1/2016,OUI,OUI,NON,,NON,OUI,,,Pour la question 9 il s'agir de recommandations de travaux et non d'obligations,0753852E,LYC,PR,0753852E,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE SAINTE-JEANNE ELISABETH <br> 75007 PARIS  7E  ARRONDISSEMENT,48.847382385184495,2.314654892584997
OUI,9/1/2006,OUI,OUI,NON,,NON,NON,OUI,,Pour la question 9 il s'agit de recommandations de travaux et non d'obligations,0752894N,CLG,PR,0752894N,COLLEGE SAINTE-JEANNE ELISABETH <br> 75007 PARIS  7E  ARRONDISSEMENT,48.847382385184495,2.314654892584997
OUI,5/28/2008,NON,OUI,NON,,OUI,NON,OUI,,,0750667T,LYC,PU,0750667T,LYCEE D ENSEIGNEMENT GENERAL CONDORCET <br> 75009 PARIS  9E  ARRONDISSEMENT,48.87480670726427,2.326931504800001
OUI,6/12/2013,OUI,OUI,OUI,,,NON,OUI,,panneau fibro ciment dans le sas de la chaufferie au niveau -2 (au plafond ) est dégradé. Nous ne savons pas si une intervention a été réalisé pour régler ce problème.,0751362Y,1ORD,PU,0751362Y,ECOLE MATERNELLE PARMENTIER Y <br> 75010 PARIS 10E  ARRONDISSEMENT,48.87155734090522,2.369705493691601
NON,,,,,,,,,,,0752388N,LP,PU,0752388N,LYCEE PROFESSIONNEL PIERRE LESCOT <br> 75001 PARIS  1ER ARRONDISSEMENT,48.86023367872918,2.345241238509589
OUI,10/2/2009,OUI,OUI,OUI,10/2/2009,NON,OUI,OUI,,,0753193N,1ORD,PU,0753193N,ECOLE MATERNELLE ARISTIDE MAILLOL <br> 75015 PARIS 15E  ARRONDISSEMENT,48.83786046215647,2.312402623647088
OUI,11/29/2016,NON,OUI,NON,,NON,NON,OUI,,,0752530T,CLG,PU,0752530T,COLLEGE OCTAVE GREARD <br> 75008 PARIS  8E  ARRONDISSEMENT,48.87882208370303,2.317688142529036
OUI,5/16/2006,OUI,NON,NON,,NON,NON,OUI,Autres,,0754666P,LYC,PR,0754666P,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE PASSY-SAINT-HONORE <br> 75016 PARIS 16E  ARRONDISSEMENT,48.868275830812166,2.2823723855679403
OUI,,NON,,,,,,,,,0753063X,1ORD,PU,0753063X,ECOLE MATERNELLE JEAN DOLENT <br> 75014 PARIS 14E  ARRONDISSEMENT,48.833295408858355,2.339887818013997
OUI,6/17/2006,OUI,NON,NON,,NON,NON,OUI,,"CONCLUSION DU DTA  du 17.03.2006 : la visite du site n'a pas mis en évidence de flocage, calorifugeage ou faux plafonds susceptibles de contenir de l'amiante",0754530S,LYC,PU,0754530S,LYCEE POLYVALENT MARTIN NADAUD <br> 75020 PARIS 20E  ARRONDISSEMENT,48.866194660660675,2.3935687431491317
OUI,6/9/2016,OUI,OUI,NON,,NON,OUI,OUI,,"Dans le cadre d'un permis de construire déposé début juin 2016 et d'une mise aux normes ERP déposé en septembre 2015, des travaux de désamiantage (plinthes..) sont prévus en juillet 2016 sur une partie des bâtiments sans attendre l'accord du permis de con",0750301V,1ORD,PR,0750301V,ECOLE ELEMENTAIRE PROVIDENCE PASSY <br> 75016 PARIS 16E  ARRONDISSEMENT,48.86199397608714,2.2759706401662214
NON,,,,,,,,,,,0752317L,CLG,PU,0752317L,COLLEGE CLAUDE DEBUSSY <br> 75015 PARIS 15E  ARRONDISSEMENT,48.845292829730816,2.291592390276873
OUI,6/19/2012,OUI,OUI,OUI,6/19/2012,NON,NON,OUI,,,0752334E,1ORD,PU,0752334E,ECOLE ELEMENTAIRE CAVE <br> 75018 PARIS 18E  ARRONDISSEMENT,48.88668518695505,2.3548828784624374
OUI,,OUI,NON,NON,10/2/2009,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Le DTA est certainement consultable à la CASPE 7/15 - 100 avenue de Suffren - 75015,0751428V,1ORD,PU,0751428V,ECOLE MATERNELLE VOLONTAIRES <br> 75015 PARIS 15E  ARRONDISSEMENT,48.842336816351384,2.307447873082479
OUI,,,,,,,,,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0751072H,1ORD,PU,0751072H,ECOLE ELEMENTAIRE CHARLES HERMITE <br> 75018 PARIS 18E  ARRONDISSEMENT,48.899893188084974,2.368659929556336
OUI,9/1/2015,OUI,OUI,OUI,9/1/2015,NON,OUI,OUI,,,0751007M,APPL,PU,0751007M,ECOLE ELEMENTAIRE D APPLICATION ST SEBASTIEN <br> 75011 PARIS 11E  ARRONDISSEMENT,48.861113653879,2.3694338330490745
OUI,6/6/2006,OUI,NON,NON,,NON,NON,OUI,,,0750823M,1ORD,PU,0750823M,ECOLE ELEMENTAIRE BAUDRICOURT EA <br> 75013 PARIS 13E  ARRONDISSEMENT,48.82592767330698,2.3632639839957577
NON,,,,,,,,,,,0754037F,LYC,PR,0754037F,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE LA PLAINE MONCEAU <br> 75008 PARIS  8E  ARRONDISSEMENT,48.88108382384417,2.3159390389045558
OUI,5/13/1997,OUI,NON,,,,,,,,0750352A,1ORD,PR,0750352A,ECOLE ELEMENTAIRE ST JEAN-BAPTISTE DE BELLEVILLE <br> 75019 PARIS 19E  ARRONDISSEMENT,48.87629471521457,2.3836330001415624
OUI,9/12/2013,OUI,OUI,OUI,9/12/2013,NON,NON,OUI,,,0751008N,1ORD,PU,0751008N,ECOLE ELEMENTAIRE ST ISAURE <br> 75018 PARIS 18E  ARRONDISSEMENT,48.89415394304765,2.3444273112906804
OUI,1/29/1997,OUI,OUI,OUI,8/28/2001,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","TRAVAUX DE DESAMIANTAGE REALISES EN 2001.
DIAGNOSTIC A DEMANDER AU SERVICE TECHNIQUE DE LA REGION ILE DE FRANCE",0750653C,LYC,PU,0750653C,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE SOPHIE GERMAIN <br> 75004 PARIS  4E  ARRONDISSEMENT,48.85486006491122,2.3581907603910155
OUI,2/3/2014,OUI,OUI,OUI,,NON,NON,OUI,,,0752385K,CLG,PU,0752385K,COLLEGE ELSA TRIOLET <br> 75013 PARIS 13E  ARRONDISSEMENT,48.83140978880208,2.3625022649846783
OUI,6/12/2013,OUI,OUI,OUI,7/1/2015,NON,NON,OUI,,,0751023E,1ORD,PU,0751023E,ECOLE ELEMENTAIRE ALESIA E <br> 75014 PARIS 14E  ARRONDISSEMENT,48.82655339219613,2.340320530818809
OUI,,OUI,NON,NON,,NON,NON,,,,0750256W,1ORD,PR,0750256W,ECOLE ELEMENTAIRE LE SACRE-COEUR <br> 75014 PARIS 14E  ARRONDISSEMENT,48.834028138840296,2.326612035248989
OUI,5/10/2013,OUI,NON,NON,,NON,NON,OUI,,,0750926Z,1ORD,PU,0750926Z,ECOLE ELEMENTAIRE LE VAU EA <br> 75020 PARIS 20E  ARRONDISSEMENT,48.86754001076067,2.4112080220606207
OUI,12/20/2006,OUI,OUI,OUI,10/22/2013,NON,OUI,OUI,,"-Travaux de coffrage du revêtment amiante ciment réalisés en juin 2016

- Dalles de sol local serveur (dossier à l'étude pour le retraitdes dalles concernées)",0751703U,CLG,PU,0751703U,COLLEGE JEAN-BAPTISTE POQUELIN <br> 75001 PARIS  1ER ARRONDISSEMENT,48.864522765637616,2.3353072908616315
OUI,1/15/2007,OUI,OUI,OUI,,NON,NON,OUI,,Il est recommandé de procéder à une surveillance régulière de l'état de conservation des matériaux amiantés en bon état et de procéder au recouvrement des parties dégradées des matériaux amiantés (chambre de la gardienne). A ce jour rien a été fait pour l,0751563S,CLG,PU,0751563S,COLLEGE DE STAEL <br> 75015 PARIS 15E  ARRONDISSEMENT,48.843625121647555,2.310165488248194
