permis_date,dta,date_actualisation_dta,tous_locaux_visites,presence_amiante,obligation_surveillance,date_derniere_visite,obligation_mesure_taux_empoussierement,obligation_travaux,dta_consultable,lieu_dta_consultable,precision,type,secteur,code,Latitude,Longitude,collectivite
2,OUI,5/28/2013,OUI,NON,NON,,NON,NON,,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0010109N,46.25667768898803,6.107007079205531,1
1,,,,,,,,,,,je suis incapable de répondre à une telle enquête. Adressez-vous à la collectivité territoriale compétente.,1ORD,PU,0011090E,46.20280963088776,5.190655646165219,1
2,NON,,OUI,,,,,,,,,1ORD,PU,0010805V,46.175161462915646,4.802025694691136,1
1,OUI,6/10/2004,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Le DTA est consultable en mairie.,1ORD,PU,0010378F,45.94929549502285,4.9845227602259765,1
1,OUI,8/3/2006,OUI,NON,NON,,NON,NON,OUI,Autres,,CLG,PU,0010938P,46.19000862274292,5.205573005858402,2
1,OUI,2/15/2008,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0011147S,46.26101385539368,5.555565753732481,1
1,NON,,,,,,,,,,,1ORD,PU,0010628C,45.773864699962594,5.619370305766218,1
1,OUI,4/16/2009,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0010251T,45.8955674588055,4.931378396295278,1
1,OUI,3/11/2014,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0011269Z,45.85145206272461,5.784142781147037,1
1,OUI,1/2/2009,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",L'école est composée d'un autre bâtiment construit après 2000 donc sans amiante.,1ORD,PU,0010428K,46.09590809857274,4.852025619919045,1
1,OUI,1/9/2006,OUI,NON,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0010442A,45.95943316539131,5.357169936307838,1
1,OUI,10/19/2003,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PR,0010268L,45.757257056820144,5.688121775176178,1
1,OUI,11/11/2013,NON,OUI,OUI,6/11/2013,,,OUI,,,1ORD,PU,0011097M,46.019106616319434,4.7634917682801445,1
2,NON,,,,,,,,,,,1ORD,PU,0011201A,46.16426170345429,5.390625347231149,1
2,,,,,,,,,,,,1ORD,PU,0010932H,46.495461202389315,4.98136379371114,1
1,OUI,7/12/2010,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,CLG,PU,0011011U,46.347006479078466,6.146104225942879,2
1,NON,,,,,,,,,,,1ORD,PU,0011231H,46.43095614458394,4.941117492980843,1
2,NON,,,,,,,,,,,1ORD,PU,0010392W,46.16927665871885,5.907254434094888,1
2,NON,,,,,,,,,,,1ORD,PU,0011209J,46.021266691799106,4.760701069379668,1
1,NON,,,,,,,,,,,1ORD,PU,0010560D,46.13932349430184,5.317152905520335,1
1,,,,,,,,,,,"Les directeurs ne sont pas en possessions de toutes ces données, les maires des communes seraient plus à même de remplir ce questionnaire. Cordialement",1ORD,PU,0010742B,46.18960862296724,5.168163620178264,1
1,NON,,,,,,,,,,,CLG,PR,0010084L,46.119122429665325,4.9560755063130895,2
1,OUI,12/28/2005,OUI,NON,,,,,OUI,,,1ORD,PU,0010281A,45.830811708346,4.950352426502398,1
2,,,,,,,,,,,,1ORD,PU,0010456R,46.033830675018336,5.20062728659244,1
2,NON,,,,,,,,,,,CLG,PU,0010041P,45.90754173895173,5.188644272001139,2
1,OUI,1/9/2006,OUI,OUI,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0011253G,45.966585069386255,5.358092421926943,1
1,OUI,7/20/2009,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PU,0011068F,46.15415293858598,5.607084543145773,2
1,OUI,1/1/2013,OUI,OUI,NON,,NON,NON,OUI,,"L'amiante se trouve dans le sol.
Aucun travaux ne sera possible sur les sols. Le plus vieux bâtiment du lycée date de 1967. C'est le dernier bâtiment sur 7 qui reste à rénover.",LYC,PU,0010006B,46.116121425726064,5.816977352971523,3
1,OUI,7/24/2006,OUI,NON,NON,,NON,NON,OUI,,,CLG,PU,0010039M,45.94154658235271,5.431010941578426,2
1,OUI,,OUI,NON,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0011085Z,45.94231108054418,4.7649617067541215,1
1,OUI,10/4/2005,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Repérage d'amiante dans sol plastique rouge uniquement,1ORD,PU,0010344U,46.108297220301885,4.7803405809106705,1
2,NON,,,,,,,,,,,1ORD,PU,0010607E,45.754688352711185,5.691215893328813,1
1,OUI,3/14/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0010233Y,45.97936571152175,5.5991503580520305,1
2,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0011229F,46.25465010119693,5.2145514828608786,1
1,OUI,4/7/2010,OUI,OUI,OUI,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",pas de contrôle fait à l'école depuis 2010.... il y aurait du en avoir 2 depuis.,1ORD,PU,0010991X,45.75195029303173,5.689549655227675,1
1,OUI,8/18/2006,OUI,NON,NON,,NON,NON,OUI,,,CLG,PU,0010035H,46.254854456193044,5.638293758962887,2
1,OUI,1/7/2011,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0010654F,46.02920827462207,5.3874682507808815,1
1,OUI,2/25/2008,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0011297E,45.7817163418373,5.461470145848772,1
1,OUI,7/7/2006,OUI,NON,NON,,,,OUI,,,CLG,PU,0010895T,46.33718962541226,5.122022070904945,2
1,,4/13/2010,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0011115G,46.079383109772365,4.760901632006134,1
1,NON,,,,,,,,,,,1ORD,PU,0010152K,46.18698861018481,5.572666587419821,1
1,OUI,6/4/2012,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PR,0010270N,46.203440038933536,5.22807478420517,1
1,OUI,12/2/2009,OUI,NON,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0011017A,46.254747309094924,6.095371746373062,1
2,OUI,6/4/2012,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PR,0011289W,46.2071914406465,5.22308916374256,1
2,OUI,7/5/2011,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PR,0010082J,46.203747946835534,5.228359759991723,2
2,OUI,6/4/2012,OUI,NON,NON,,NON,NON,OUI,,,LYC,PR,0010070W,46.19933131192875,5.223334725886422,3
1,OUI,6/28/2006,OUI,,,,,,,,,1ORD,PU,0011029N,45.778869497885154,5.208119195177677,1
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0010467C,45.90486503846422,5.3470390118595565,1
1,NON,,,,,,,,,,,1ORD,PU,0420242K,46.16037547204334,4.299505039514071,1
1,OUI,3/21/2005,OUI,NON,NON,,NON,NON,OUI,,,LP,PU,0420029D,45.521119032004606,4.605426601220946,3
1,NON,,,,,,,,,,,1ORD,PU,0420462Z,45.826846017501786,4.31545429023399,1
1,OUI,5/18/2016,OUI,OUI,,,,,,,Nous n'avons pas encore reçu le dossier technique amiante (passage du prestataire il y a moins d'un mois).,CLG,PU,0421172W,45.51621533277997,4.599783676569168,2
1,NON,,,,,,,,,,,1ORD,PU,0421195W,45.414593767270404,4.308429845999854,1
1,NON,,,,,,,,,,,1ORD,PU,0421076S,45.42382620392204,4.381359228475777,1
2,NON,,,,,,,,,,,1ORD,PU,0420470H,46.097524324220856,4.163760681596622,1
1,,,,,,,,,,,,1ORD,PU,0421699U,45.404754872563686,4.261219193254158,1
1,OUI,,OUI,NON,,,,,,,,1ORD,PU,0420316R,46.050585473808525,4.062108862066528,1
1,OUI,10/13/2010,OUI,OUI,NON,,NON,NON,OUI,,"travaux de réfection de la demi pension prévus, une pré étude à démontrer présence d'amiante à différents endroits de la cuisine.",CLG,PU,0011193S,45.98325427912616,4.762521310464357,2
1,OUI,10/13/2003,OUI,OUI,NON,,NON,OUI,OUI,,"Bâtiment unique Mairie et école
Pas d’amiante dans l'école, seulement en salle du conseil et dans le bureau du maire. Les élèves ne sont jamais dans la salle du conseil ni le bureau du maire.
Le conseil d'école se tient dans la salle du conseil.",1ORD,PU,0010945X,46.08186697273866,5.371834201136881,1
2,NON,,,,,,,,,,,1ORD,PU,0010737W,46.41785243637012,4.945711408926129,1
1,OUI,6/12/2016,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PR,0421782J,45.531428459883,4.624311258163291,1
1,,,,,,,,,,,,1ORD,PU,0421519Y,45.6123914271944,4.0576931577002915,1
2,NON,,,,,,,,,,,1ORD,PU,0420742D,45.32044623590613,4.616233495866338,1
2,NON,,,,,,,,,,,1ORD,PU,0420290M,45.55756643121855,4.4094544531663695,1
2,NON,,,,,,,,,,,1ORD,PU,0420770J,45.72019581987632,4.353072943999787,1
2,,,,,,,,,,,,1ORD,PU,0421464N,45.452054875052966,4.0802517637546805,1
1,NON,,,,,,,,,,,1ORD,PR,0421276J,45.417969450247,4.676374131777829,1
1,NON,,,,,,,,,,,1ORD,PU,0421695P,45.7975921227534,4.276795501450485,1
1,NON,,,,,,,,,,,1ORD,PU,0010550T,46.144251788297396,5.333714779338331,1
1,NON,,,,,,,,,,,1ORD,PU,0421446U,45.47213632086323,4.402037475427847,1
1,NON,,,,,,,,,,,1ORD,PR,0421311X,45.47819116660408,4.524435679310273,1
2,,,,,,,,,,,,1ORD,PU,0422220K,45.45730347321783,4.693742423239086,1
1,OUI,2/2/2005,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0420851X,45.48100926513475,4.429581799609082,1
1,NON,,,,,,,,,,,1ORD,PU,0420758W,45.86810115868811,4.192335222744358,1
2,NON,,,,,,,,,,,1ORD,PU,0690757Y,45.84463923594408,4.403055081582695,1
2,,,,,,,,,,,,1ORD,PU,0691868F,45.68860781626081,4.858200043045956,1
2,,,,,,,,,,,,1ORD,PU,0691203H,45.763306823584394,4.893724585770191,1
2,NON,,,,,,,,,,,1ORD,PU,0690865R,45.89465283148383,4.5875204691070905,1
1,OUI,12/19/2005,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0691196A,45.98939881208578,4.727335793684175,1
1,OUI,11/6/2008,OUI,OUI,,11/6/2008,,OUI,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","De l'amiante a été détectée dans le garage à vélos.
Des travaux ont été réalisés pour retirer l'amiante.

Il faudrait prendre contact avec la mairie pour plus de renseignements au 04.74.24.52.20 concernant les questions 6 et 8.",1ORD,PU,0010685P,46.063552436539574,4.980981760728959,1
1,NON,,,,,,,,,,,1ORD,PU,0690998K,46.276238340742104,4.55920595872867,1
2,NON,,,,,,,,,,,1ORD,PU,0691415N,45.90992497598093,4.6791800342739736,1
1,OUI,8/5/1997,OUI,NON,,,,,,,,1ORD,PU,0691443U,45.788830653116996,4.61218964112607,1
1,OUI,1/7/2012,OUI,OUI,NON,2/1/2016,NON,NON,OUI,,,EREA,PU,0421608V,45.50038682715952,4.4439416828241365,3
1,OUI,9/21/2006,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0011108Z,46.206072253399036,5.235740920376715,1
0,,,,,,,,,,,L'école a entièrement été rénovée cette année 2016. Il n'y a donc pas d'amiante actuelllement.,1ORD,PU,0690425M,45.650193988610646,4.443041545110134,1
1,OUI,,OUI,OUI,,,,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0693912C,45.701928305572146,4.89954986591269,1
1,NON,,,,,,,,,,,1ORD,PU,0691011Z,46.23157316858618,4.592747787384896,1
1,NON,,,,,,,,,,,1ORD,PR,0421370L,46.12200393712124,4.183032915749672,1
1,OUI,1/5/2016,,OUI,NON,,NON,NON,,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,CLG,PU,0692422H,45.745041119324725,4.727597402170161,2
1,NON,,,,,,,,,,,1ORD,PU,0693038C,45.73788238860371,5.013339449626752,1
1,OUI,,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PR,0692331J,45.635378559263316,4.853588152963077,1
1,,,,,,,,,NON,,Je n'ai la réponse à quasiment aucune des questions de ce questionnaire....,1ORD,PU,0691254N,45.8260382304247,4.794349430969267,1
1,NON,,,,,,,,,,,1ORD,PU,0420472K,45.836769728661785,4.2370345499767135,1
1,NON,,,,,,,,,,,1ORD,PU,0420404L,46.04147226665682,3.852443285263752,1
2,,,,,,,,,,,,1ORD,PU,0694189D,45.74716944797302,4.855008449350295,1
1,OUI,5/4/2004,OUI,OUI,NON,,,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0690751S,45.761145387744406,4.7766147461628155,1
2,,,,,,,,,,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0692167F,45.78768214167988,4.926705805430757,1
2,NON,,,,,,,,,,,1ORD,PU,0421512R,45.89428683786025,4.2456369292762055,1
1,NON,,,,,,,,,,,1ORD,PU,0691152C,45.790255943860934,4.801370492916994,1
1,OUI,12/8/2010,OUI,OUI,NON,,NON,OUI,OUI,,,1ORD,PR,0692102K,45.79884814559686,4.848103617749072,1
1,OUI,9/23/2003,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0690391A,45.77929991304102,4.7946205952714624,1
1,NON,,,,,,,,,,,1ORD,PU,0693944M,45.726711480226534,4.901471311241302,1
1,OUI,9/12/2006,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0693898M,45.662359230502226,4.89614570049662,1
1,OUI,1/22/2005,OUI,OUI,NON,,NON,NON,OUI,,"L'amiante se trouve dans un préfabriqué de 1970 que nous utilisons comme salle de motricité. Il vient d'être repeint et rénové de l'intérieur (pas de l'extérieur).
Il y a aussi de l'amiante dans un tuyau d'évacuation sanitaire.",1ORD,PU,0690462C,45.58721388340243,4.772143522534742,1
1,OUI,2/23/2006,OUI,OUI,NON,,NON,NON,OUI,,"Des travaux de réhabilitation des bâtiments ont été menés :
- entre septembre 2015 et février 2016 en élémentaire
- en 2012 en maternelle
Je n'ai pas connaissance de visite de contrôle à l'issue de ces travaux.",1ORD,PU,0692540L,45.71943076658242,4.866823916752908,1
1,NON,,,,,,,,,,,1ORD,PU,0693981C,45.802569547499,5.081754375858561,1
1,OUI,,OUI,OUI,NON,,OUI,OUI,OUI,,"Présence d'amiante détéctée en 1999, désamiantage effectué en 2010 et 2011!",1ORD,PU,0690162B,45.77694592771184,4.862886082788741,1
2,NON,,,,,,,,,,,1ORD,PU,0693614D,45.69491095723687,4.932365859115864,1
1,,,,,,,,,,,Je ne connais aucune des réponses aux questions posées...,1ORD,PU,0692615T,45.779392749246455,4.926214569211899,1
1,OUI,5/14/2007,OUI,OUI,NON,,NON,NON,OUI,,A ma connaissance de directeur d'école : Aucune mesure ni travaux amiante depuis la rédaction de ce dossier,APPL,PU,0693836V,45.77918323579447,4.819955634210579,1
1,OUI,3/16/2004,OUI,OUI,OUI,4/23/2015,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Le dossier technique est joint au registre de sécurité.
Il est fait mention d'un conduit en amiante dans les sanitaires.
Les vérifications sont faites par la société Diamco.
Les DTA m'a été transmis le 29 juin 2016 quand j'ai contacté les services m",1ORD,PU,0421867B,45.428529366889705,4.39284150023587,1
1,OUI,11/30/2006,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0691532R,45.69998546485239,4.943905551613993,1
2,OUI,,OUI,NON,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,CLG,PU,0690249W,45.779544883429786,4.9295411995665726,2
2,,,,,,,,,,,,1ORD,PU,0422246N,46.14737828652216,4.08437382050652,1
2,NON,,,,,,,,,,,1ORD,PU,0692869U,45.82282879060561,4.895306768020518,1
1,OUI,3/30/2006,OUI,OUI,NON,3/30/2006,NON,OUI,OUI,,"Lors de la restructuration du collège de 2010 à 2014,  4 locaux du 1er étage ont été oublié lors du désamiantage.Tout le reste du collège à fait l'objet d'un désamiantage.",CLG,PU,0692898A,45.6569131021078,4.901287165025333,2
1,NON,,NON,,,,,,,,,1ORD,PU,0693468V,46.27176915366957,4.469707172264118,1
1,OUI,5/24/2005,OUI,OUI,NON,,NON,NON,OUI,,Projet de reconstruction de l'école en cours.,1ORD,PU,0692778V,45.63291298686981,4.782293642264985,1
1,,,,,,,,,,,,1ORD,PU,0693754F,45.8226615932272,4.918117394577534,1
1,OUI,3/14/2006,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0693901R,45.69341838347186,4.869919091511923,1
1,OUI,11/21/1997,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PR,0691970S,45.74145289119606,4.872800815371791,1
1,OUI,,OUI,NON,NON,,NON,NON,OUI,Autres,,1ORD,PU,0691428C,45.8508965639631,4.582299422478288,1
2,NON,,,,,,,,,,,CLG,PU,0690094C,45.68881840680724,4.872191381653366,2
1,OUI,9/7/1998,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0420199N,45.63792347273071,3.983885167054463,1
2,OUI,11/13/2007,OUI,NON,NON,,NON,NON,OUI,Autres,Une isolation extérieure a été posée en 2012 ; ce matériau peut-il contenir de l'amiante ?,1ORD,PU,0693464R,45.99473661903041,4.729446960992964,1
1,OUI,10/10/2005,OUI,NON,NON,,NON,NON,OUI,,,CLG,PR,0690546U,45.80887794943728,4.793083350863996,2
1,OUI,10/12/2012,OUI,OUI,NON,,NON,NON,OUI,,Eléments contenant de l'amiante retirés,CLG,PU,0693286X,45.816939488465344,4.665461985068238,2
1,OUI,9/9/2004,OUI,NON,NON,,NON,NON,OUI,,,LYC,PU,0693654X,45.690470397613154,4.784732460539538,3
1,,,,,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0691140P,45.970269588908394,4.331688600748393,1
1,OUI,10/30/2006,OUI,OUI,NON,,NON,NON,OUI,,"Les travaux de rénovation du bâtiment F dans lequel il y avait des traces d'amiante ont été achevés en septembre 2015 après désamiantage complet du bâtiment.
Il n'y a donc plus de bâtiment amianté au lycée BRANLY",LYC,PU,0690128P,45.75308603802279,4.791799503028347,3
1,NON,,,,,,,,,,,1ORD,PU,0690768K,45.924440242593505,4.454031117173789,1
1,,,,,,,,,,,"Je ne peux pas répondre à ce questionnaire, car je n'ai pas de dossier technique amiante pour cette école dont je suis directrice depuis septembre 2012.",1ORD,PU,0693751C,45.792867445864246,4.845284474505087,1
2,,,,,,,,,,,,1ORD,PU,0691179G,45.74605621542064,4.846607386216654,1
1,OUI,,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","à l'école, je possède une fiche récapitulative du DTA",1ORD,PU,0010141Y,46.26819943110816,5.629198442775738,1
1,NON,,,,,,,,,,,1ORD,PU,0693724Y,45.76846152212825,4.882385922527472,1
1,OUI,8/23/2007,OUI,OUI,OUI,,NON,NON,OUI,,,1ORD,PU,0693994S,45.707914430945465,4.805602933510609,1
1,OUI,,OUI,OUI,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,LYC,PU,0692800U,45.772634374191405,4.975696401664341,3
2,,,,,,,,,,,,1ORD,PU,0691348R,45.79013072746957,4.466353839511979,1
1,NON,,,,,,,,,,,1ORD,PR,0692054H,45.81635907713809,4.661880314161289,1
1,OUI,,OUI,OUI,OUI,,,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Ecole en 2 bâtiments. La rénovation du premier bâtiment sera terminée dans les jours prochains. Une opération désamiantage a bien eu lieu sur ce bâtiment.
Le 2ème bâtiment va rentrer en rénovation en Juillet 2016 et la rénovation va débuter par un désam",1ORD,PU,0691405C,45.78647036099824,4.925718512228472,1
2,NON,,,,,,,,,,,LYC,PU,0692717D,45.69371624401453,4.88070398048495,3
2,NON,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0693761N,45.747543886843815,4.872464266272965,1
1,OUI,11/18/2004,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0692532C,45.75712941216095,4.722536254020009,1
1,OUI,9/16/2010,OUI,OUI,NON,,NON,NON,OUI,,"Suite au DTA, une restructuration des bâtiments a eu lieu et les bâtiments mentionnant la présence d'amiante ont été désamiantés ou détruits.",CLG,PU,0010025X,45.97544371164042,5.601309241019221,2
1,OUI,11/21/2005,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0693514V,45.70275681072304,4.8834101500301434,1
1,OUI,,,,,,,,,,"Je ne possède aucun des éléments demandés, il faut voir avec la mairie",1ORD,PU,0693511S,45.727493322306245,4.8756114107882365,1
1,OUI,5/3/2005,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0693150Z,46.001186046424294,4.704223498217409,1
1,OUI,9/8/2004,OUI,OUI,NON,11/24/2006,OUI,OUI,OUI,,,1ORD,PU,0693394P,45.75611801756485,4.907457812031033,1
2,NON,,,,,,,,,,,1ORD,PU,0422095Z,45.81668539275966,3.7618756128437463,1
1,OUI,,OUI,NON,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,CLG,PU,0692159X,45.81749604038549,4.90725345663432,2
1,OUI,3/4/1997,OUI,NON,NON,,NON,NON,OUI,,Consultable au service Bâtiments du Conseil départemental de la Loire et au bureau de l'adjoint gestionnaire du Collège Les Champs,CLG,PU,0420058K,45.4641044491651,4.375722136124717,2
1,OUI,5/30/2011,OUI,OUI,NON,,NON,OUI,OUI,,,1ORD,PU,0690440D,45.752350352899704,4.847829009718357,1
2,OUI,12/15/2014,NON,NON,NON,,NON,NON,OUI,,,1ORD,PR,0421304P,45.538857374807186,4.33024255340411,1
1,OUI,5/25/2007,OUI,OUI,OUI,,NON,NON,OUI,Autres,,1ORD,PU,0693952W,45.75404973357461,4.828783378739523,1
1,OUI,9/1/2008,OUI,OUI,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0693291C,45.76117597537115,4.878244900829584,1
1,OUI,6/1/2005,OUI,NON,,,,,,,,1ORD,PU,0010165Z,46.31970044966366,5.658223068404897,1
1,OUI,4/15/2015,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0693958C,45.759925038908406,4.9942958596662175,1
1,OUI,5/16/2005,OUI,NON,NON,,NON,NON,OUI,,"Traces d'amiante en maternelle uniquement. Pas d'amiante en élémentaire. En 2007, la réhabilitation du bâtiment maternelle a permis l'encapsulage des sols et l'enlèvement des panneaux en fibrociment des façades.",1ORD,PU,0693852M,45.69385898668595,4.8813797717413285,1
2,NON,,,,,,,,,,,1ORD,PU,0422196J,45.45002451809702,4.3871285094009895,1
2,NON,,,,,,,,,,,1ORD,PU,0693712K,45.718591167148254,4.801069085108876,1
