LibSubCom,code_commune,CodNuaListe,NbVoix,score
Saint-Maurice-de-Beynost,01376,LDVC,9,0.59
Saint-Maurice-de-Beynost,01376,LUC,728,47.46
Saint-Maurice-de-Beynost,01376,LREM,797,51.96
Thoiry,01419,LREG,42,2.08
Thoiry,01419,LRN,949,46.96
Thoiry,01419,LLR,828,40.97
Thoiry,01419,LDLF,202,10.0
Trévoux,01427,LDVD,229,8.89
Trévoux,01427,LUC,810,31.46
Trévoux,01427,LUG,191,7.42
Trévoux,01427,LFI,589,22.87
Trévoux,01427,LUC,756,29.36
Villars-les-Dombes,01443,LDVD,190,9.82
Villars-les-Dombes,01443,LDVC,15,0.78
Villars-les-Dombes,01443,LSOC,177,9.15
Villars-les-Dombes,01443,LLR,692,35.76
Villars-les-Dombes,01443,LREM,741,38.29
Villars-les-Dombes,01443,LDVG,120,6.2
Villieu-Loyes-Mollon,01450,LRN,1294,77.53
Villieu-Loyes-Mollon,01450,LEXD,45,2.7
Villieu-Loyes-Mollon,01450,LDIV,12,0.72
Villieu-Loyes-Mollon,01450,LDVG,318,19.05
Viriat,01451,LDVD,328,11.52
Viriat,01451,LUC,1127,39.57
Viriat,01451,LRN,1327,46.59
Viriat,01451,LMDM,34,1.19
Viriat,01451,LEXG,32,1.12
Belleu,02064,LMDM,15,0.96
Belleu,02064,LECO,8,0.51
Belleu,02064,LRN,726,46.48
Belleu,02064,LREM,360,23.05
Belleu,02064,LLR,325,20.81
Belleu,02064,LUG,128,8.19
Bohain-en-Vermandois,02095,LUC,2034,94.39
Bohain-en-Vermandois,02095,LCOM,121,5.61
Château-Thierry,02168,LSOC,222,3.84
Château-Thierry,02168,LFI,778,13.46
Château-Thierry,02168,LUD,791,13.69
Château-Thierry,02168,LRN,1650,28.55
Château-Thierry,02168,LLR,758,13.11
Château-Thierry,02168,LREM,858,14.84
Château-Thierry,02168,LFI,723,12.51
Chauny,02173,LUG,343,7.18
Chauny,02173,LUDI,1361,28.47
Chauny,02173,LEXG,83,1.74
Chauny,02173,LGJ,1404,29.37
Chauny,02173,LREM,1482,31.0
Chauny,02173,LREG,107,2.24
Gauchy,02340,LGJ,603,23.71
Gauchy,02340,LFI,642,25.25
Gauchy,02340,LFI,627,24.66
Gauchy,02340,LFI,624,24.54
Gauchy,02340,LREG,47,1.85
Guise,02361,LLR,906,45.62
Guise,02361,LREM,1080,54.38
Hirson,02381,LUC,1567,41.42
Hirson,02381,LUG,429,11.34
Hirson,02381,LREM,1725,45.6
Hirson,02381,LDIV,62,1.64
Laon,02408,LEXD,84,0.9
Laon,02408,LLR,1633,17.49
Laon,02408,LREM,1766,18.92
Laon,02408,LRDG,552,5.91
Laon,02408,LUC,1624,17.4
Laon,02408,LRN,3676,39.38
Saint-Quentin,02691,LVEC,8927,42.17
Saint-Quentin,02691,LMDM,1687,7.97
Saint-Quentin,02691,LDVD,10553,49.86
Soissons,02722,LREM,4713,44.94
Soissons,02722,LUC,4278,40.79
Soissons,02722,LDVD,1292,12.32
Soissons,02722,LMDM,204,1.95
Tergnier,02738,LDVG,745,11.89
Tergnier,02738,LUC,2723,43.46
Tergnier,02738,LUD,2797,44.64
Vervins,02789,LUDI,174,17.13
Vervins,02789,LMDM,6,0.59
Vervins,02789,LFI,196,19.29
Vervins,02789,LVEC,46,4.53
Vervins,02789,LRN,415,40.85
Vervins,02789,LLR,179,17.62
Villers-Cotterêts,02810,LDVC,36,0.83
Villers-Cotterêts,02810,LUC,1236,28.55
Villers-Cotterêts,02810,LUC,1229,28.38
Villers-Cotterêts,02810,LDVG,300,6.93
Villers-Cotterêts,02810,LUG,294,6.79
Villers-Cotterêts,02810,LUC,1235,28.52
Belleu,02064,LMDM,15,0.96
Belleu,02064,LECO,8,0.51
Belleu,02064,LRN,726,46.48
Belleu,02064,LREM,360,23.05
Belleu,02064,LLR,325,20.81
Belleu,02064,LUG,128,8.19
Bohain-en-Vermandois,02095,LUC,2034,94.39
Bohain-en-Vermandois,02095,LCOM,121,5.61
Château-Thierry,02168,LSOC,222,3.84
Château-Thierry,02168,LFI,778,13.46
Château-Thierry,02168,LUD,791,13.69
Château-Thierry,02168,LRN,1650,28.55
Château-Thierry,02168,LLR,758,13.11
Château-Thierry,02168,LREM,858,14.84
Château-Thierry,02168,LFI,723,12.51
Chauny,02173,LUG,343,7.18
Chauny,02173,LUDI,1361,28.47
Chauny,02173,LEXG,83,1.74
Chauny,02173,LGJ,1404,29.37
Chauny,02173,LREM,1482,31.0
Chauny,02173,LREG,107,2.24
Gauchy,02340,LGJ,603,23.71
Gauchy,02340,LFI,642,25.25
Gauchy,02340,LFI,627,24.66
Gauchy,02340,LFI,624,24.54
Gauchy,02340,LREG,47,1.85
Guise,02361,LLR,906,45.62
Guise,02361,LREM,1080,54.38
Hirson,02381,LUC,1567,41.42
Hirson,02381,LUG,429,11.34
Hirson,02381,LREM,1725,45.6
Hirson,02381,LDIV,62,1.64
Laon,02408,LEXD,84,0.9
Laon,02408,LLR,1633,17.49
Laon,02408,LREM,1766,18.92
Laon,02408,LRDG,552,5.91
Laon,02408,LUC,1624,17.4
Laon,02408,LRN,3676,39.38
Saint-Quentin,02691,LVEC,8927,42.17
Saint-Quentin,02691,LMDM,1687,7.97
Saint-Quentin,02691,LDVD,10553,49.86
Soissons,02722,LREM,4713,44.94
Soissons,02722,LUC,4278,40.79
Soissons,02722,LDVD,1292,12.32
Soissons,02722,LMDM,204,1.95
Tergnier,02738,LDVG,745,11.89
Tergnier,02738,LUC,2723,43.46
Tergnier,02738,LUD,2797,44.64
Vervins,02789,LUDI,174,17.13
Vervins,02789,LMDM,6,0.59
Vervins,02789,LFI,196,19.29
Vervins,02789,LVEC,46,4.53
Vervins,02789,LRN,415,40.85
Vervins,02789,LLR,179,17.62
Villers-Cotterêts,02810,LDVC,36,0.83
Villers-Cotterêts,02810,LUC,1236,28.55
Villers-Cotterêts,02810,LUC,1229,28.38
Villers-Cotterêts,02810,LDVG,300,6.93
Villers-Cotterêts,02810,LUG,294,6.79
Villers-Cotterêts,02810,LUC,1235,28.52
Belleu,02064,LMDM,15,0.96
Belleu,02064,LECO,8,0.51
Belleu,02064,LRN,726,46.48
Belleu,02064,LREM,360,23.05
Belleu,02064,LLR,325,20.81
Belleu,02064,LUG,128,8.19
Bohain-en-Vermandois,02095,LUC,2034,94.39
Bohain-en-Vermandois,02095,LCOM,121,5.61
Château-Thierry,02168,LSOC,222,3.84
Château-Thierry,02168,LFI,778,13.46
Château-Thierry,02168,LUD,791,13.69
Château-Thierry,02168,LRN,1650,28.55
Château-Thierry,02168,LLR,758,13.11
Château-Thierry,02168,LREM,858,14.84
Château-Thierry,02168,LFI,723,12.51
Chauny,02173,LUG,343,7.18
Chauny,02173,LUDI,1361,28.47
Chauny,02173,LEXG,83,1.74
Chauny,02173,LGJ,1404,29.37
Chauny,02173,LREM,1482,31.0
Chauny,02173,LREG,107,2.24
Gauchy,02340,LGJ,603,23.71
Gauchy,02340,LFI,642,25.25
Gauchy,02340,LFI,627,24.66
Gauchy,02340,LFI,624,24.54
Gauchy,02340,LREG,47,1.85
Guise,02361,LLR,906,45.62
Guise,02361,LREM,1080,54.38
Hirson,02381,LUC,1567,41.42
Hirson,02381,LUG,429,11.34
Hirson,02381,LREM,1725,45.6
Hirson,02381,LDIV,62,1.64
Laon,02408,LEXD,84,0.9
Laon,02408,LLR,1633,17.49
Laon,02408,LREM,1766,18.92
Laon,02408,LRDG,552,5.91
Laon,02408,LUC,1624,17.4
Laon,02408,LRN,3676,39.38
Saint-Quentin,02691,LVEC,8927,42.17
Saint-Quentin,02691,LMDM,1687,7.97
Saint-Quentin,02691,LDVD,10553,49.86
Soissons,02722,LREM,4713,44.94
Soissons,02722,LUC,4278,40.79
Soissons,02722,LDVD,1292,12.32
Soissons,02722,LMDM,204,1.95
Tergnier,02738,LDVG,745,11.89
Tergnier,02738,LUC,2723,43.46
Tergnier,02738,LUD,2797,44.64
Vervins,02789,LUDI,174,17.13
Vervins,02789,LMDM,6,0.59
Vervins,02789,LFI,196,19.29
Vervins,02789,LVEC,46,4.53
Vervins,02789,LRN,415,40.85
Vervins,02789,LLR,179,17.62
Villers-Cotterêts,02810,LDVC,36,0.83
Villers-Cotterêts,02810,LUC,1236,28.55
Villers-Cotterêts,02810,LUC,1229,28.38
Villers-Cotterêts,02810,LDVG,300,6.93
Villers-Cotterêts,02810,LUG,294,6.79
Villers-Cotterêts,02810,LUC,1235,28.52
Belleu,02064,LMDM,15,0.96
Belleu,02064,LECO,8,0.51
Belleu,02064,LRN,726,46.48
Belleu,02064,LREM,360,23.05
Belleu,02064,LLR,325,20.81
Belleu,02064,LUG,128,8.19
Bohain-en-Vermandois,02095,LUC,2034,94.39
Bohain-en-Vermandois,02095,LCOM,121,5.61
Château-Thierry,02168,LSOC,222,3.84
Château-Thierry,02168,LFI,778,13.46
Château-Thierry,02168,LUD,791,13.69
Château-Thierry,02168,LRN,1650,28.55
Château-Thierry,02168,LLR,758,13.11
Château-Thierry,02168,LREM,858,14.84
Château-Thierry,02168,LFI,723,12.51
Chauny,02173,LUG,343,7.18
Chauny,02173,LUDI,1361,28.47
Chauny,02173,LEXG,83,1.74
Chauny,02173,LGJ,1404,29.37
Chauny,02173,LREM,1482,31.0
Chauny,02173,LREG,107,2.24
Gauchy,02340,LGJ,603,23.71
Gauchy,02340,LFI,642,25.25
Gauchy,02340,LFI,627,24.66
Gauchy,02340,LFI,624,24.54
Gauchy,02340,LREG,47,1.85
Guise,02361,LLR,906,45.62
Guise,02361,LREM,1080,54.38
Hirson,02381,LUC,1567,41.42
Hirson,02381,LUG,429,11.34
Hirson,02381,LREM,1725,45.6
Hirson,02381,LDIV,62,1.64
Laon,02408,LEXD,84,0.9
Laon,02408,LLR,1633,17.49
Laon,02408,LREM,1766,18.92
Laon,02408,LRDG,552,5.91
Laon,02408,LUC,1624,17.4
Laon,02408,LRN,3676,39.38
Saint-Quentin,02691,LVEC,8927,42.17
Saint-Quentin,02691,LMDM,1687,7.97
Saint-Quentin,02691,LDVD,10553,49.86
Soissons,02722,LREM,4713,44.94
Soissons,02722,LUC,4278,40.79
Soissons,02722,LDVD,1292,12.32
Soissons,02722,LMDM,204,1.95
Tergnier,02738,LDVG,745,11.89
Tergnier,02738,LUC,2723,43.46
Tergnier,02738,LUD,2797,44.64
Vervins,02789,LUDI,174,17.13
Vervins,02789,LMDM,6,0.59
Vervins,02789,LFI,196,19.29
Vervins,02789,LVEC,46,4.53
Vervins,02789,LRN,415,40.85
Vervins,02789,LLR,179,17.62
Villers-Cotterêts,02810,LDVC,36,0.83
Villers-Cotterêts,02810,LUC,1236,28.55
Villers-Cotterêts,02810,LUC,1229,28.38
Villers-Cotterêts,02810,LDVG,300,6.93
Villers-Cotterêts,02810,LUG,294,6.79
Villers-Cotterêts,02810,LUC,1235,28.52
Avermes,03013,LLR,891,46.97
Avermes,03013,LRN,1006,53.03
Bellerive-sur-Allier,03023,LLR,1145,31.19
Bellerive-sur-Allier,03023,LDIV,10,0.27
Bellerive-sur-Allier,03023,LFI,1151,31.35
Bellerive-sur-Allier,03023,LRN,1365,37.18
Commentry,03082,LUC,1457,50.56
Commentry,03082,LUC,1425,49.44
Cusset,03095,LUC,1704,31.23
Cusset,03095,LRN,2023,37.08
Cusset,03095,LLR,1729,31.69
Désertines,03098,LLR,925,44.95
Désertines,03098,LREM,1133,55.05
Domérat,03101,LUC,1343,30.21
Domérat,03101,LRDG,259,5.83
Domérat,03101,LRN,1506,33.87
Domérat,03101,LUC,1313,29.53
Domérat,03101,LEXD,25,0.56
Gannat,03118,LUG,170,6.53
Gannat,03118,LMDM,20,0.77
Gannat,03118,LEXD,19,0.73
Gannat,03118,LFI,587,22.56
Gannat,03118,LLR,566,21.75
Gannat,03118,LREM,699,26.86
Gannat,03118,LUC,541,20.79
Montluçon,03185,LDVG,1053,7.56
Montluçon,03185,LVEC,1053,7.56
Montluçon,03185,LREG,307,2.2
Montluçon,03185,LREM,4385,31.48
Montluçon,03185,LUC,3546,25.46
Montluçon,03185,LUD,3585,25.74
Moulins,03190,LLR,3956,50.08
Moulins,03190,LUC,3943,49.92
Saint-Germain-des-Fossés,03236,LDIV,7,0.45
Saint-Germain-des-Fossés,03236,LREM,419,26.89
Saint-Germain-des-Fossés,03236,LRN,410,26.32
Saint-Germain-des-Fossés,03236,LLR,344,22.08
Saint-Germain-des-Fossés,03236,LUDI,378,24.26
Saint-Pourçain-sur-Sioule,03254,LLR,996,43.12
Saint-Pourçain-sur-Sioule,03254,LFI,987,42.73
Saint-Pourçain-sur-Sioule,03254,LDIV,5,0.22
Saint-Pourçain-sur-Sioule,03254,LVEC,322,13.94
Varennes-sur-Allier,03298,LDVC,13,0.79
Varennes-sur-Allier,03298,LREM,797,48.36
Varennes-sur-Allier,03298,LFI,643,39.02
Varennes-sur-Allier,03298,LSOC,195,11.83
Vichy,03310,LREM,4071,37.58
Vichy,03310,LUD,3301,30.47
Vichy,03310,LCOM,225,2.08
Vichy,03310,LUC,3169,29.26
Vichy,03310,LDVC,66,0.61
Yzeure,03321,LCOM,68,1.13
Yzeure,03321,LUC,1008,16.77
Yzeure,03321,LREM,1281,21.31
Yzeure,03321,LDVG,288,4.79
Yzeure,03321,LRN,1215,20.21
Yzeure,03321,LFI,1107,18.42
Yzeure,03321,LLR,1044,17.37
Avermes,03013,LLR,891,46.97
Avermes,03013,LRN,1006,53.03
Bellerive-sur-Allier,03023,LLR,1145,31.19
Bellerive-sur-Allier,03023,LDIV,10,0.27
Bellerive-sur-Allier,03023,LFI,1151,31.35
Bellerive-sur-Allier,03023,LRN,1365,37.18
Commentry,03082,LUC,1457,50.56
Commentry,03082,LUC,1425,49.44
Cusset,03095,LUC,1704,31.23
Cusset,03095,LRN,2023,37.08
Cusset,03095,LLR,1729,31.69
Désertines,03098,LLR,925,44.95
Désertines,03098,LREM,1133,55.05
Domérat,03101,LUC,1343,30.21
Domérat,03101,LRDG,259,5.83
Domérat,03101,LRN,1506,33.87
Domérat,03101,LUC,1313,29.53
Domérat,03101,LEXD,25,0.56
Gannat,03118,LUG,170,6.53
Gannat,03118,LMDM,20,0.77
Gannat,03118,LEXD,19,0.73
Gannat,03118,LFI,587,22.56
Gannat,03118,LLR,566,21.75
Gannat,03118,LREM,699,26.86
Gannat,03118,LUC,541,20.79
Montluçon,03185,LDVG,1053,7.56
Montluçon,03185,LVEC,1053,7.56
Montluçon,03185,LREG,307,2.2
Montluçon,03185,LREM,4385,31.48
Montluçon,03185,LUC,3546,25.46
Montluçon,03185,LUD,3585,25.74
Moulins,03190,LLR,3956,50.08
Moulins,03190,LUC,3943,49.92
Saint-Germain-des-Fossés,03236,LDIV,7,0.45
Saint-Germain-des-Fossés,03236,LREM,419,26.89
Saint-Germain-des-Fossés,03236,LRN,410,26.32
Saint-Germain-des-Fossés,03236,LLR,344,22.08
Saint-Germain-des-Fossés,03236,LUDI,378,24.26
Saint-Pourçain-sur-Sioule,03254,LLR,996,43.12
Saint-Pourçain-sur-Sioule,03254,LFI,987,42.73
Saint-Pourçain-sur-Sioule,03254,LDIV,5,0.22
Saint-Pourçain-sur-Sioule,03254,LVEC,322,13.94
Varennes-sur-Allier,03298,LDVC,13,0.79
Varennes-sur-Allier,03298,LREM,797,48.36
Varennes-sur-Allier,03298,LFI,643,39.02
Varennes-sur-Allier,03298,LSOC,195,11.83
Vichy,03310,LREM,4071,37.58
Vichy,03310,LUD,3301,30.47
Vichy,03310,LCOM,225,2.08
Vichy,03310,LUC,3169,29.26
Vichy,03310,LDVC,66,0.61
Yzeure,03321,LCOM,68,1.13
Yzeure,03321,LUC,1008,16.77
Yzeure,03321,LREM,1281,21.31
Yzeure,03321,LDVG,288,4.79
Yzeure,03321,LRN,1215,20.21
Yzeure,03321,LFI,1107,18.42
Yzeure,03321,LLR,1044,17.37
Avermes,03013,LLR,891,46.97
Avermes,03013,LRN,1006,53.03
Bellerive-sur-Allier,03023,LLR,1145,31.19
Bellerive-sur-Allier,03023,LDIV,10,0.27
Bellerive-sur-Allier,03023,LFI,1151,31.35
Bellerive-sur-Allier,03023,LRN,1365,37.18
Commentry,03082,LUC,1457,50.56
Commentry,03082,LUC,1425,49.44
Cusset,03095,LUC,1704,31.23
Cusset,03095,LRN,2023,37.08
Cusset,03095,LLR,1729,31.69
Désertines,03098,LLR,925,44.95
Désertines,03098,LREM,1133,55.05
Domérat,03101,LUC,1343,30.21
Domérat,03101,LRDG,259,5.83
Domérat,03101,LRN,1506,33.87
Domérat,03101,LUC,1313,29.53
Domérat,03101,LEXD,25,0.56
Gannat,03118,LUG,170,6.53
Gannat,03118,LMDM,20,0.77
Gannat,03118,LEXD,19,0.73
Gannat,03118,LFI,587,22.56
Gannat,03118,LLR,566,21.75
Gannat,03118,LREM,699,26.86
Gannat,03118,LUC,541,20.79
Montluçon,03185,LDVG,1053,7.56
Montluçon,03185,LVEC,1053,7.56
Montluçon,03185,LREG,307,2.2
Montluçon,03185,LREM,4385,31.48
Montluçon,03185,LUC,3546,25.46
Montluçon,03185,LUD,3585,25.74
Moulins,03190,LLR,3956,50.08
Moulins,03190,LUC,3943,49.92
Saint-Germain-des-Fossés,03236,LDIV,7,0.45
Saint-Germain-des-Fossés,03236,LREM,419,26.89
Saint-Germain-des-Fossés,03236,LRN,410,26.32
Saint-Germain-des-Fossés,03236,LLR,344,22.08
Saint-Germain-des-Fossés,03236,LUDI,378,24.26
Saint-Pourçain-sur-Sioule,03254,LLR,996,43.12
Saint-Pourçain-sur-Sioule,03254,LFI,987,42.73
Saint-Pourçain-sur-Sioule,03254,LDIV,5,0.22
Saint-Pourçain-sur-Sioule,03254,LVEC,322,13.94
Varennes-sur-Allier,03298,LDVC,13,0.79
Varennes-sur-Allier,03298,LREM,797,48.36
Varennes-sur-Allier,03298,LFI,643,39.02
Varennes-sur-Allier,03298,LSOC,195,11.83
Vichy,03310,LREM,4071,37.58
Vichy,03310,LUD,3301,30.47
Vichy,03310,LCOM,225,2.08
Vichy,03310,LUC,3169,29.26
Vichy,03310,LDVC,66,0.61
Yzeure,03321,LCOM,68,1.13
Yzeure,03321,LUC,1008,16.77
Yzeure,03321,LREM,1281,21.31
Yzeure,03321,LDVG,288,4.79
Yzeure,03321,LRN,1215,20.21
Yzeure,03321,LFI,1107,18.42
Yzeure,03321,LLR,1044,17.37
Avermes,03013,LLR,891,46.97
Avermes,03013,LRN,1006,53.03
Bellerive-sur-Allier,03023,LLR,1145,31.19
Bellerive-sur-Allier,03023,LDIV,10,0.27
Bellerive-sur-Allier,03023,LFI,1151,31.35
Bellerive-sur-Allier,03023,LRN,1365,37.18
Commentry,03082,LUC,1457,50.56
Commentry,03082,LUC,1425,49.44
Cusset,03095,LUC,1704,31.23
Cusset,03095,LRN,2023,37.08
Cusset,03095,LLR,1729,31.69
Désertines,03098,LLR,925,44.95
Désertines,03098,LREM,1133,55.05
Domérat,03101,LUC,1343,30.21
Domérat,03101,LRDG,259,5.83
Domérat,03101,LRN,1506,33.87
Domérat,03101,LUC,1313,29.53
Domérat,03101,LEXD,25,0.56
Gannat,03118,LUG,170,6.53
Gannat,03118,LMDM,20,0.77
Gannat,03118,LEXD,19,0.73
Gannat,03118,LFI,587,22.56
Gannat,03118,LLR,566,21.75
Gannat,03118,LREM,699,26.86
Gannat,03118,LUC,541,20.79
Montluçon,03185,LDVG,1053,7.56
Montluçon,03185,LVEC,1053,7.56
Montluçon,03185,LREG,307,2.2
Montluçon,03185,LREM,4385,31.48
Montluçon,03185,LUC,3546,25.46
Montluçon,03185,LUD,3585,25.74
Moulins,03190,LLR,3956,50.08
Moulins,03190,LUC,3943,49.92
Saint-Germain-des-Fossés,03236,LDIV,7,0.45
Saint-Germain-des-Fossés,03236,LREM,419,26.89
Saint-Germain-des-Fossés,03236,LRN,410,26.32
Saint-Germain-des-Fossés,03236,LLR,344,22.08
Saint-Germain-des-Fossés,03236,LUDI,378,24.26
Saint-Pourçain-sur-Sioule,03254,LLR,996,43.12
Saint-Pourçain-sur-Sioule,03254,LFI,987,42.73
Saint-Pourçain-sur-Sioule,03254,LDIV,5,0.22
Saint-Pourçain-sur-Sioule,03254,LVEC,322,13.94
Varennes-sur-Allier,03298,LDVC,13,0.79
Varennes-sur-Allier,03298,LREM,797,48.36
Varennes-sur-Allier,03298,LFI,643,39.02
Varennes-sur-Allier,03298,LSOC,195,11.83
Vichy,03310,LREM,4071,37.58
Vichy,03310,LUD,3301,30.47
Vichy,03310,LCOM,225,2.08
Vichy,03310,LUC,3169,29.26
Vichy,03310,LDVC,66,0.61
Yzeure,03321,LCOM,68,1.13
Yzeure,03321,LUC,1008,16.77
Yzeure,03321,LREM,1281,21.31
Yzeure,03321,LDVG,288,4.79
Yzeure,03321,LRN,1215,20.21
Yzeure,03321,LFI,1107,18.42
Yzeure,03321,LLR,1044,17.37
Barcelonnette,04019,LREM,927,82.04
Barcelonnette,04019,LSOC,203,17.96
Castellane,04039,LREG,31,4.47
Castellane,04039,LMDM,11,1.59
Castellane,04039,LCOM,13,1.87
Castellane,04039,LREM,346,49.86
Castellane,04039,LUDI,293,42.22
Château-Arnoux-Saint-Auban,04049,LDIV,20,0.84
Château-Arnoux-Saint-Auban,04049,LUDI,2043,85.73
Château-Arnoux-Saint-Auban,04049,LEXD,145,6.08
Château-Arnoux-Saint-Auban,04049,LREG,175,7.34
Digne-les-Bains,04070,LDIV,30,0.44
Digne-les-Bains,04070,LLR,1880,27.71
Digne-les-Bains,04070,LGJ,2306,33.99
Digne-les-Bains,04070,LUG,553,8.15
Digne-les-Bains,04070,LMDM,97,1.43
Digne-les-Bains,04070,LREM,1918,28.27
Forcalquier,04088,LDVD,145,6.2
Forcalquier,04088,LRN,781,33.38
Forcalquier,04088,LECO,11,0.47
Forcalquier,04088,LLR,577,24.66
Forcalquier,04088,LREM,652,27.86
Forcalquier,04088,LDVD,174,7.44
Manosque,04112,LUC,4739,47.52
Manosque,04112,LREM,5234,52.48
Les Mées,04116,LUD,673,43.67
Les Mées,04116,LLR,695,45.1
Les Mées,04116,LSOC,173,11.23
Oraison,04143,LRN,612,22.08
Oraison,04143,LUC,464,16.74
Oraison,04143,LVEC,117,4.22
Oraison,04143,LREM,513,18.51
Oraison,04143,LFI,537,19.37
Oraison,04143,LDVD,112,4.04
Oraison,04143,LUDI,417,15.04
Pierrevert,04152,LUDI,419,21.4
Pierrevert,04152,LEXG,8,0.41
Pierrevert,04152,LUC,450,22.98
Pierrevert,04152,LRN,597,30.49
Pierrevert,04152,LREM,484,24.72
Sisteron,04209,LECO,14,0.41
Sisteron,04209,LUC,653,19.19
Sisteron,04209,LUC,670,19.69
Sisteron,04209,LREM,744,21.86
Sisteron,04209,LEXG,14,0.41
Sisteron,04209,LLR,659,19.37
Sisteron,04209,LUC,649,19.07
Villeneuve,04242,LRN,449,22.73
Villeneuve,04242,LMDM,14,0.71
Villeneuve,04242,LDVD,78,3.95
Villeneuve,04242,LREM,348,17.62
Villeneuve,04242,LLR,338,17.11
Villeneuve,04242,LGJ,381,19.29
Villeneuve,04242,LUDI,367,18.58
Barcelonnette,04019,LREM,927,82.04
Barcelonnette,04019,LSOC,203,17.96
Castellane,04039,LREG,31,4.47
Castellane,04039,LMDM,11,1.59
Castellane,04039,LCOM,13,1.87
Castellane,04039,LREM,346,49.86
Castellane,04039,LUDI,293,42.22
Château-Arnoux-Saint-Auban,04049,LDIV,20,0.84
Château-Arnoux-Saint-Auban,04049,LUDI,2043,85.73
Château-Arnoux-Saint-Auban,04049,LEXD,145,6.08
Château-Arnoux-Saint-Auban,04049,LREG,175,7.34
Digne-les-Bains,04070,LDIV,30,0.44
Digne-les-Bains,04070,LLR,1880,27.71
Digne-les-Bains,04070,LGJ,2306,33.99
Digne-les-Bains,04070,LUG,553,8.15
Digne-les-Bains,04070,LMDM,97,1.43
Digne-les-Bains,04070,LREM,1918,28.27
Forcalquier,04088,LDVD,145,6.2
Forcalquier,04088,LRN,781,33.38
Forcalquier,04088,LECO,11,0.47
Forcalquier,04088,LLR,577,24.66
Forcalquier,04088,LREM,652,27.86
Forcalquier,04088,LDVD,174,7.44
Manosque,04112,LUC,4739,47.52
Manosque,04112,LREM,5234,52.48
Les Mées,04116,LUD,673,43.67
Les Mées,04116,LLR,695,45.1
Les Mées,04116,LSOC,173,11.23
Oraison,04143,LRN,612,22.08
Oraison,04143,LUC,464,16.74
Oraison,04143,LVEC,117,4.22
Oraison,04143,LREM,513,18.51
Oraison,04143,LFI,537,19.37
Oraison,04143,LDVD,112,4.04
Oraison,04143,LUDI,417,15.04
Pierrevert,04152,LUDI,419,21.4
Pierrevert,04152,LEXG,8,0.41
Pierrevert,04152,LUC,450,22.98
Pierrevert,04152,LRN,597,30.49
Pierrevert,04152,LREM,484,24.72
Sisteron,04209,LECO,14,0.41
Sisteron,04209,LUC,653,19.19
Sisteron,04209,LUC,670,19.69
Sisteron,04209,LREM,744,21.86
Sisteron,04209,LEXG,14,0.41
Sisteron,04209,LLR,659,19.37
Sisteron,04209,LUC,649,19.07
Villeneuve,04242,LRN,449,22.73
Villeneuve,04242,LMDM,14,0.71
Villeneuve,04242,LDVD,78,3.95
Villeneuve,04242,LREM,348,17.62
Villeneuve,04242,LLR,338,17.11
Villeneuve,04242,LGJ,381,19.29
Villeneuve,04242,LUDI,367,18.58
Barcelonnette,04019,LREM,927,82.04
Barcelonnette,04019,LSOC,203,17.96
Castellane,04039,LREG,31,4.47
Castellane,04039,LMDM,11,1.59
Castellane,04039,LCOM,13,1.87
Castellane,04039,LREM,346,49.86
Castellane,04039,LUDI,293,42.22
Château-Arnoux-Saint-Auban,04049,LDIV,20,0.84
Château-Arnoux-Saint-Auban,04049,LUDI,2043,85.73
Château-Arnoux-Saint-Auban,04049,LEXD,145,6.08
Château-Arnoux-Saint-Auban,04049,LREG,175,7.34
Digne-les-Bains,04070,LDIV,30,0.44
Digne-les-Bains,04070,LLR,1880,27.71
Digne-les-Bains,04070,LGJ,2306,33.99
Digne-les-Bains,04070,LUG,553,8.15
Digne-les-Bains,04070,LMDM,97,1.43
Digne-les-Bains,04070,LREM,1918,28.27
Forcalquier,04088,LDVD,145,6.2
Forcalquier,04088,LRN,781,33.38
Forcalquier,04088,LECO,11,0.47
Forcalquier,04088,LLR,577,24.66
Forcalquier,04088,LREM,652,27.86
Forcalquier,04088,LDVD,174,7.44
Manosque,04112,LUC,4739,47.52
Manosque,04112,LREM,5234,52.48
Les Mées,04116,LUD,673,43.67
Les Mées,04116,LLR,695,45.1
Les Mées,04116,LSOC,173,11.23
Oraison,04143,LRN,612,22.08
Oraison,04143,LUC,464,16.74
Oraison,04143,LVEC,117,4.22
Oraison,04143,LREM,513,18.51
Oraison,04143,LFI,537,19.37
Oraison,04143,LDVD,112,4.04
Oraison,04143,LUDI,417,15.04
Pierrevert,04152,LUDI,419,21.4
Pierrevert,04152,LEXG,8,0.41
Pierrevert,04152,LUC,450,22.98
Pierrevert,04152,LRN,597,30.49
Pierrevert,04152,LREM,484,24.72
Sisteron,04209,LECO,14,0.41
Sisteron,04209,LUC,653,19.19
Sisteron,04209,LUC,670,19.69
Sisteron,04209,LREM,744,21.86
Sisteron,04209,LEXG,14,0.41
Sisteron,04209,LLR,659,19.37
Sisteron,04209,LUC,649,19.07
Villeneuve,04242,LRN,449,22.73
Villeneuve,04242,LMDM,14,0.71
Villeneuve,04242,LDVD,78,3.95
Villeneuve,04242,LREM,348,17.62
Villeneuve,04242,LLR,338,17.11
Villeneuve,04242,LGJ,381,19.29
Villeneuve,04242,LUDI,367,18.58
Barcelonnette,04019,LREM,927,82.04
Barcelonnette,04019,LSOC,203,17.96
Castellane,04039,LREG,31,4.47
