LibSubCom,code_commune,longitude,latitude,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,entete,nb_voix,url_libe
Arras,62041,2.7659,50.2895,26428,7820,18608,566,372,17670,BAVÉLÈRE,9103,https://www.liberation.fr/resultats-elections/hauts-de-france/pas-de-calais/arras-62041/
Aubagne,13005,5.551,43.2971,33269,10116,23153,710,465,21978,CHAPUIS,12694,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/bouches-du-rhone/aubagne-13005/
Chelles,77108,2.5913,48.8828,32547,9710,22837,670,458,21709,CHAPUIS,13910,https://www.liberation.fr/resultats-elections/ile-de-france/seine-et-marne/chelles-77108/
Niort,79191,-0.4678,46.3265,38671,11661,27010,868,508,25634,CHAPUIS,18308,https://www.liberation.fr/resultats-elections/nouvelle-aquitaine/deux-sevres/niort-79191/
Grasse,06069,6.937,43.6552,33432,10060,23372,749,475,22148,CHAPUIS,12255,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/alpes-maritimes/grasse-06069/
Châtenay-Malabry,92019,2.2615,48.7707,19822,5789,14033,511,311,13211,CHAPUIS,11356,https://www.liberation.fr/resultats-elections/ile-de-france/hauts-de-seine/chatenay-malabry-92019/
Valenciennes,59606,3.5195,50.3626,24469,7387,17082,551,329,16202,CHAPUIS,9175,https://www.liberation.fr/resultats-elections/hauts-de-france/nord/valenciennes-59606/
Saint-Laurent-du-Var,06123,7.1787,43.6813,22272,6570,15702,455,329,14918,CHAPUIS,8246,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/alpes-maritimes/saint-laurent-du-var-06123/
Compiègne,60159,2.8604,49.4176,24498,7386,17112,456,353,16303,CHAPUIS,8696,https://www.liberation.fr/resultats-elections/hauts-de-france/oise/compiegne-60159/
Rezé,44143,-1.5491,47.1753,30418,9084,21334,691,391,20252,CHAPUIS,15727,https://www.liberation.fr/resultats-elections/pays-de-la-loire/loire-atlantique/reze-44143/
Marseille 1er arrondissement,13055AR01,5.38227869795,43.2999009436,19764,5942,13822,377,274,13171,CHAPUIS,7760,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/bouches-du-rhone/marseille-13055/
Montélimar,26198,4.7457,44.5555,26986,7876,19110,588,378,18144,CHAPUIS,11354,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/drome/montelimar-26198/
Tournefeuille,31557,1.3362,43.5792,21252,6354,14898,466,320,14112,CHAPUIS,10261,https://www.liberation.fr/resultats-elections/occitanie/haute-garonne/tournefeuille-31557/
Aix-les-Bains,73008,5.9159,45.6968,23323,6947,16376,459,327,15590,CHAPUIS,10190,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/savoie/aix-les-bains-73008/
Noisy-le-Grand,93051,2.5643,48.8362,36790,11287,25503,762,497,24244,CHAPUIS,19073,https://www.liberation.fr/resultats-elections/ile-de-france/seine-st-denis/noisy-le-grand-93051/
Marseille 6eme arrondissement,13055AR06,5.38104785394,43.2870989546,25280,7428,17852,424,399,17029,CHAPUIS,9884,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/bouches-du-rhone/marseille-13055/
Charenton-le-Pont,94018,2.4091,48.8235,19960,6091,13869,462,281,13126,CHAPUIS,10607,https://www.liberation.fr/resultats-elections/ile-de-france/val-de-marne/charenton-le-pont-94018/
Chalon-sur-Saône,71076,4.8438,46.789,20828,6505,14323,433,273,13617,CHAPUIS,8406,https://www.liberation.fr/resultats-elections/bourgogne-franche-comte/saone-et-loire/chalon-sur-saone-71076/
Marseille 4eme arrondissement,13055AR04,5.40087488752,43.306733355,29150,8642,20508,571,421,19516,CHAPUIS,11261,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/bouches-du-rhone/marseille-13055/
Nogent-sur-Marne,94052,2.4788,48.8363,21977,6577,15400,463,303,14634,CHAPUIS,11694,https://www.liberation.fr/resultats-elections/ile-de-france/val-de-marne/nogent-sur-marne-94052/
Charleville-Mézières,08105,4.7198,49.7783,24397,7301,17096,554,346,16196,CHAPUIS,8246,https://www.liberation.fr/resultats-elections/grand-est/ardennes/charleville-mezieres-08105/
Clichy,92024,2.3035,48.9047,29550,8925,20625,637,419,19569,CHAPUIS,16853,https://www.liberation.fr/resultats-elections/ile-de-france/hauts-de-seine/clichy-92024/
Nanterre,92050,2.2108,48.8966,50305,15005,35300,1131,719,33450,CHAPUIS,28829,https://www.liberation.fr/resultats-elections/ile-de-france/hauts-de-seine/nanterre-92050/
Lyon 2eme arrondissement,69123AR02,4.82617032549,45.7492560394,16251,4964,11287,350,226,10711,CHAPUIS,7815,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/rhone/lyon-69123/
Argenteuil,95018,2.243,48.9548,52491,15757,36734,1250,686,34798,CHAPUIS,25611,https://www.liberation.fr/resultats-elections/ile-de-france/val-d-oise/argenteuil-95018/
Saint-Malo,35288,-1.9987,48.6491,40276,11864,28412,800,617,26995,CHAPUIS,20866,https://www.liberation.fr/resultats-elections/bretagne/ille-et-vilaine/saint-malo-35288/
Aurillac,15014,2.445,44.9271,16189,4738,11451,294,222,10935,CHAPUIS,7633,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/cantal/aurillac-15014/
Menton,06083,7.491,43.7967,20234,6318,13916,433,262,13221,CHAPUIS,7325,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/alpes-maritimes/menton-06083/
Créteil,94028,2.4577,48.7823,45112,13436,31676,936,632,30108,CHAPUIS,24191,https://www.liberation.fr/resultats-elections/ile-de-france/val-de-marne/creteil-94028/
Troyes,10387,4.082,48.2981,29968,8978,20990,606,423,19961,CHAPUIS,10716,https://www.liberation.fr/resultats-elections/grand-est/aube/troyes-10387/
Lyon 8eme arrondissement,69123AR08,4.86935722305,45.7342034691,37723,11218,26505,839,571,25095,CHAPUIS,18520,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/rhone/lyon-69123/
Maisons-Laffitte,78358,2.148,48.9509,16893,5206,11687,302,215,11170,CHAPUIS,8515,https://www.liberation.fr/resultats-elections/ile-de-france/yvelines/maisons-laffitte-78358/
Chambéry,73065,5.9117,45.5793,32779,9708,23071,788,450,21833,CHAPUIS,14168,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/savoie/chambery-73065/
Châtillon,92020,2.2847,48.8021,21842,6689,15153,437,293,14423,CHAPUIS,12333,https://www.liberation.fr/resultats-elections/ile-de-france/hauts-de-seine/chatillon-92020/
Bois-Colombes,92009,2.2659,48.9142,18012,5296,12716,388,225,12103,CHAPUIS,10292,https://www.liberation.fr/resultats-elections/ile-de-france/hauts-de-seine/bois-colombes-92009/
Cambrai,59122,3.2356,50.1733,22854,6585,16269,527,360,15382,CHAPUIS,8782,https://www.liberation.fr/resultats-elections/hauts-de-france/nord/cambrai-59122/
Saint-Denis,93066,2.3694,48.9355,46943,14077,32866,982,683,31201,CHAPUIS,24565,https://www.liberation.fr/resultats-elections/ile-de-france/seine-st-denis/saint-denis-93066/
Agde,34003,3.4882,43.2956,25423,7760,17663,481,334,16848,CHAPUIS,10079,https://www.liberation.fr/resultats-elections/occitanie/herault/agde-34003/
Vélizy-Villacoublay,78640,2.2001,48.7826,14357,4234,10123,273,210,9640,CHAPUIS,7365,https://www.liberation.fr/resultats-elections/ile-de-france/yvelines/velizy-villacoublay-78640/
Le Puy-en-Velay,43157,3.893,45.0315,12080,3569,8511,247,175,8089,CHAPUIS,5210,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/haute-loire/le-puy-en-velay-43157/
Anglet,64024,-1.5132,43.486,31274,9434,21840,686,448,20706,CHAPUIS,15468,https://www.liberation.fr/resultats-elections/nouvelle-aquitaine/pyrenees-atlantiques/anglet-64024/
Bayonne,64102,-1.4718,43.4851,32016,9615,22401,648,439,21314,CHAPUIS,15999,https://www.liberation.fr/resultats-elections/nouvelle-aquitaine/pyrenees-atlantiques/bayonne-64102/
Saint-Médard-en-Jalles,33449,-0.7336,44.8883,24114,7165,16949,547,352,16050,CHAPUIS,11209,https://www.liberation.fr/resultats-elections/nouvelle-aquitaine/gironde/saint-medard-en-jalles-33449/
Le Vésinet,78650,2.1295,48.8958,12234,3905,8329,282,172,7875,CHAPUIS,6074,
La Baule-Escoublac,44055,-2.3587,47.2922,15601,4665,10936,369,230,10337,CHAPUIS,7913,
Rambouillet,78517,1.8362,48.6476,18718,5612,13106,310,273,12523,CHAPUIS,9693,https://www.liberation.fr/resultats-elections/ile-de-france/yvelines/rambouillet-78517/
Allauch,13002,5.5011,43.3475,17108,4813,12295,343,249,11703,CHAPUIS,6824,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/bouches-du-rhone/allauch-13002/
Lambersart,59328,3.0245,50.6542,20342,6211,14131,351,270,13510,CHAPUIS,7617,https://www.liberation.fr/resultats-elections/hauts-de-france/nord/lambersart-59328/
Bron,69029,4.9076,45.7351,22782,6682,16100,447,325,15328,CHAPUIS,11301,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/rhone/bron-69029/
Marignane,13054,5.2189,43.4216,22696,6825,15871,474,304,15093,CHAPUIS,8697,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/bouches-du-rhone/marignane-13054/
Sucy-en-Brie,94071,2.5307,48.771,16826,5126,11700,283,245,11172,CHAPUIS,9000,https://www.liberation.fr/resultats-elections/ile-de-france/val-de-marne/sucy-en-brie-94071/
Montluçon,03185,2.603,46.3422,21335,6419,14916,421,326,14169,CHAPUIS,9079,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/allier/montlucon-03185/
La Londe-les-Maures,83071,6.2614,43.1651,9108,2819,6289,205,141,5943,CHAPUIS,3040,
Meaux,77284,2.8943,48.9563,27879,8470,19409,684,426,18299,CHAPUIS,11750,https://www.liberation.fr/resultats-elections/ile-de-france/seine-et-marne/meaux-77284/
Gif-sur-Yvette,91272,2.1321,48.6978,16753,5053,11700,281,268,11151,CHAPUIS,8043,https://www.liberation.fr/resultats-elections/ile-de-france/essonne/gif-sur-yvette-91272/
Tarbes,65440,0.0653,43.2337,26311,7869,18442,553,338,17551,CHAPUIS,11879,https://www.liberation.fr/resultats-elections/occitanie/hautes-pyrenees/tarbes-65440/
Vitrolles,13117,5.2654,43.4509,24290,7063,17227,544,323,16360,CHAPUIS,9434,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/bouches-du-rhone/vitrolles-13117/
Millau,12145,3.1072,44.1121,16662,5038,11624,357,238,11029,CHAPUIS,7982,https://www.liberation.fr/resultats-elections/occitanie/aveyron/millau-12145/
Vanves,92075,2.284,48.8204,18246,5498,12748,368,232,12148,CHAPUIS,10398,https://www.liberation.fr/resultats-elections/ile-de-france/hauts-de-seine/vanves-92075/
Les Pennes-Mirabeau,13071,5.3219,43.4011,17530,5340,12190,393,248,11549,CHAPUIS,6688,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/bouches-du-rhone/les-pennes-mirabeau-13071/
Vienne,38544,4.8822,45.5214,18587,5633,12954,408,262,12284,CHAPUIS,7964,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/isere/vienne-38544/
Ivry-sur-Seine,94041,2.3873,48.8093,28594,8457,20137,566,443,19128,CHAPUIS,15477,https://www.liberation.fr/resultats-elections/ile-de-france/val-de-marne/ivry-sur-seine-94041/
Orange,84087,4.8036,44.1277,19244,5885,13359,410,275,12674,CHAPUIS,6754,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/vaucluse/orange-84087/
Boulogne-sur-Mer,62160,1.6064,50.7289,25626,7877,17749,487,371,16891,BAVÉLÈRE,8792,https://www.liberation.fr/resultats-elections/hauts-de-france/pas-de-calais/boulogne-sur-mer-62160/
Roubaix,59512,3.1833,50.6873,46926,13974,32952,948,660,31344,CHAPUIS,17858,https://www.liberation.fr/resultats-elections/hauts-de-france/nord/roubaix-59512/
Hazebrouck,59295,2.5398,50.7304,16797,5036,11761,396,215,11150,CHAPUIS,6374,https://www.liberation.fr/resultats-elections/hauts-de-france/nord/hazebrouck-59295/
Carpentras,84031,5.0582,44.0625,19286,5655,13631,376,279,12976,CHAPUIS,6948,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/vaucluse/carpentras-84031/
Fontenay-sous-Bois,94033,2.4739,48.8513,33112,9730,23382,689,463,22230,CHAPUIS,17801,https://www.liberation.fr/resultats-elections/ile-de-france/val-de-marne/fontenay-sous-bois-94033/
Palaiseau,91477,2.2296,48.7116,21683,6621,15062,453,288,14321,CHAPUIS,10369,https://www.liberation.fr/resultats-elections/ile-de-france/essonne/palaiseau-91477/
Lorient,56121,-3.3825,47.7495,38413,11498,26915,753,552,25610,CHAPUIS,18374,https://www.liberation.fr/resultats-elections/bretagne/morbihan/lorient-56121/
Blois,41018,1.3161,47.5856,28447,8467,19980,568,405,19007,CHAPUIS,11419,https://www.liberation.fr/resultats-elections/centre-val-de-loire/loir-et-cher/blois-41018/
Sèvres,92072,2.2081,48.8208,15174,4539,10635,303,195,10137,CHAPUIS,8667,https://www.liberation.fr/resultats-elections/ile-de-france/hauts-de-seine/sevres-92072/
Le Blanc-Mesnil,93007,2.4622,48.9366,25873,7793,18080,545,337,17198,CHAPUIS,13555,https://www.liberation.fr/resultats-elections/ile-de-france/seine-st-denis/le-blanc-mesnil-93007/
Tassin-la-Demi-Lune,69244,4.749,45.7669,14804,4570,10234,369,215,9650,CHAPUIS,7086,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/rhone/tassin-la-demi-lune-69244/
Saint-Priest,69290,4.9496,45.6961,31131,9322,21809,657,435,20717,CHAPUIS,15482,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/rhone/saint-priest-69290/
Franconville,95252,2.2224,48.9841,21465,6342,15123,511,285,14327,CHAPUIS,10402,https://www.liberation.fr/resultats-elections/ile-de-france/val-d-oise/franconville-95252/
La Valette-du-Var,83144,5.9862,43.1503,16787,4910,11877,368,235,11274,CHAPUIS,5681,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/var/la-valette-du-var-83144/
Chamalières,63075,3.0577,45.7746,12265,3842,8423,209,163,8051,CHAPUIS,5739,
Frontignan,34108,3.7802,43.442,19000,5918,13082,419,243,12420,CHAPUIS,7313,https://www.liberation.fr/resultats-elections/occitanie/herault/frontignan-34108/
Mont-de-Marsan,40192,-0.4844,43.8925,20235,5968,14267,474,304,13489,CHAPUIS,9321,https://www.liberation.fr/resultats-elections/nouvelle-aquitaine/landes/mont-de-marsan-40192/
Lyon 4eme arrondissement,69123AR04,4.82396112689,45.7786867581,22506,6585,15921,470,272,15179,CHAPUIS,11142,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/rhone/lyon-69123/
Viroflay,78686,2.1691,48.8027,11450,3540,7910,259,166,7485,CHAPUIS,5734,
Talence,33522,-0.5922,44.805,23741,7211,16530,453,320,15757,CHAPUIS,10993,https://www.liberation.fr/resultats-elections/nouvelle-aquitaine/gironde/talence-33522/
Vannes,56260,-2.749,47.6559,38635,11559,27076,733,562,25781,CHAPUIS,18282,https://www.liberation.fr/resultats-elections/bretagne/morbihan/vannes-56260/
Villenave-d'Ornon,33550,-0.5585,44.7718,23931,7219,16712,450,371,15891,CHAPUIS,11202,https://www.liberation.fr/resultats-elections/nouvelle-aquitaine/gironde/villenave-d-ornon-33550/
Garches,92033,2.1888,48.8461,12892,3828,9064,270,178,8616,CHAPUIS,7355,
Evreux,27229,1.1428,49.0249,24998,7564,17434,515,339,16580,CHAPUIS,9022,https://www.liberation.fr/resultats-elections/normandie/eure/evreux-27229/
Vertou,44215,-1.4756,47.1581,20551,6036,14515,488,338,13689,CHAPUIS,10543,https://www.liberation.fr/resultats-elections/pays-de-la-loire/loire-atlantique/vertou-44215/
Houilles,78311,2.1894,48.9261,21443,6349,15094,420,271,14403,CHAPUIS,11033,https://www.liberation.fr/resultats-elections/ile-de-france/yvelines/houilles-78311/
Béthune,62119,2.6406,50.529,17486,5237,12249,395,293,11561,BAVÉLÈRE,5980,https://www.liberation.fr/resultats-elections/hauts-de-france/pas-de-calais/bethune-62119/
Massy,91377,2.268,48.7317,28687,8652,20035,588,425,19022,CHAPUIS,13593,https://www.liberation.fr/resultats-elections/ile-de-france/essonne/massy-91377/
Cormeilles-en-Parisis,95176,2.2009,48.9732,16333,4929,11404,358,249,10797,CHAPUIS,7824,https://www.liberation.fr/resultats-elections/ile-de-france/val-d-oise/cormeilles-en-parisis-95176/
Marseille 15eme arrondissement,13055AR15,5.363407897,43.358794754,38081,11507,26574,790,558,25226,CHAPUIS,14432,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/bouches-du-rhone/marseille-13055/
Brive-la-Gaillarde,19031,1.5155,45.1393,32609,9916,22693,661,446,21586,CHAPUIS,15315,https://www.liberation.fr/resultats-elections/nouvelle-aquitaine/correze/brive-la-gaillarde-19031/
Thonon-les-Bains,74281,6.4774,46.3705,22997,6767,16230,428,286,15516,CHAPUIS,10568,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/haute-savoie/thonon-les-bains-74281/
Herblay-sur-Seine,95306,2.1562,49.0005,19560,5792,13768,452,281,13035,CHAPUIS,9603,https://www.liberation.fr/resultats-elections/ile-de-france/val-d-oise/herblay-sur-seine-95306/
Conflans-Sainte-Honorine,78172,2.0939,48.9977,23908,7246,16662,475,327,15860,CHAPUIS,12283,https://www.liberation.fr/resultats-elections/ile-de-france/yvelines/conflans-sainte-honorine-78172/
Auch,32013,0.5718,43.6602,14077,4135,9942,299,176,9467,CHAPUIS,6358,https://www.liberation.fr/resultats-elections/occitanie/gers/auch-32013/
Douai,59178,3.0962,50.3858,26292,7749,18543,553,407,17583,CHAPUIS,9967,https://www.liberation.fr/resultats-elections/hauts-de-france/nord/douai-59178/
Villejuif,94076,2.3575,48.7939,30037,9169,20868,668,406,19794,CHAPUIS,15964,https://www.liberation.fr/resultats-elections/ile-de-france/val-de-marne/villejuif-94076/
Vallauris,06155,7.0615,43.5752,18193,5457,12736,430,237,12069,CHAPUIS,6597,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/alpes-maritimes/vallauris-06155/
Joué-lès-Tours,37122,0.6604,47.3356,25005,7332,17673,561,370,16742,CHAPUIS,11723,https://www.liberation.fr/resultats-elections/centre-val-de-loire/indre-et-loire/joue-les-tours-37122/
Vitry-sur-Seine,94081,2.3921,48.7902,45565,13425,32140,1010,639,30491,CHAPUIS,24547,https://www.liberation.fr/resultats-elections/ile-de-france/val-de-marne/vitry-sur-seine-94081/
La Garde,83062,6.0049,43.1207,19201,5701,13500,370,301,12829,CHAPUIS,6588,https://www.liberation.fr/resultats-elections/provence-alpes-cote-d-azur/var/la-garde-83062/
Sceaux,92071,2.2934,48.7779,14468,4380,10088,292,226,9570,CHAPUIS,8293,
Porto-Vecchio,2A247,9.2988,41.5686,9804,2927,6877,209,143,6525,CHAPUIS,3314,
Bruay-la-Buissière,62178,2.5546,50.4929,15526,4680,10846,319,213,10314,BAVÉLÈRE,5360,https://www.liberation.fr/resultats-elections/hauts-de-france/pas-de-calais/bruay-la-buissiere-62178/
Cestas,33122,-0.6936,44.7368,14191,4248,9943,332,209,9402,CHAPUIS,6513,
Nevers,58194,3.1609,46.9892,22038,6559,15479,382,295,14802,CHAPUIS,8942,https://www.liberation.fr/resultats-elections/bourgogne-franche-comte/nievre/nevers-58194/
Blagnac,31069,1.3756,43.6373,15928,4859,11069,292,245,10532,CHAPUIS,7576,https://www.liberation.fr/resultats-elections/occitanie/haute-garonne/blagnac-31069/
Saint-Herblain,44162,-1.6426,47.2231,31589,9604,21985,662,453,20870,CHAPUIS,16074,https://www.liberation.fr/resultats-elections/pays-de-la-loire/loire-atlantique/saint-herblain-44162/
L'Hay-les-Roses,94038,2.3368,48.7757,18606,5541,13065,391,266,12408,CHAPUIS,9950,https://www.liberation.fr/resultats-elections/ile-de-france/val-de-marne/l-hay-les-roses-94038/
Roanne,42187,4.0808,46.0425,18777,5702,13075,384,246,12445,CHAPUIS,7985,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/loire/roanne-42187/
Saint-Chamond,42207,4.5007,45.4709,23264,7011,16253,470,336,15447,CHAPUIS,9869,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/loire/saint-chamond-42207/
